selection_event,method,condition_id,corruption_family,severity,instance_id,source_image_id,true_label,eligibility_rule,satisfying_seed_count,seed_predictions
seed_disagreement,resnet18,resolution_moderate,resolution,moderate,864_0,864,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_moderate,resolution,moderate,875_1,875,hide_craze,seed_disagreement,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:crack:stable_wrong
severe_stable_correct,resnet18,resolution_severe,resolution,severe,13_0,13,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,13_1,13,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,32_0,32,thunderstrike,majority,2,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:surface_injure:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,32_0,32,thunderstrike,seed_disagreement,3,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,32_1,32,thunderstrike,consensus,3,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:thunderstrike:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,46_0,46,corrosion,consensus,3,17:hide_craze:harmful_flip|29:crack:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,46_0,46,corrosion,seed_disagreement,3,17:hide_craze:harmful_flip|29:crack:harmful_flip|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,46_1,46,corrosion,majority,2,17:hide_craze:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,46_1,46,corrosion,seed_disagreement,3,17:hide_craze:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
beneficial_flip,resnet18,resolution_severe,resolution,severe,48_0,48,surface_injure,majority,2,17:thunderstrike:changed_wrong|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,48_0,48,surface_injure,seed_disagreement,3,17:thunderstrike:changed_wrong|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,51_0,51,craze,seed_disagreement,3,17:crack:changed_wrong|29:surface_injure:changed_wrong|43:surface_injure:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,51_1,51,craze,consensus,3,17:hide_craze:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,51_1,51,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:surface_injure:harmful_flip|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,54_0,54,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,54_1,54,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,57_0,57,craze,consensus,3,17:hide_craze:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,57_1,57,surface_injure,majority,2,17:surface_injure:stable_correct|29:corrosion:stable_wrong|43:surface_injure:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,57_1,57,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:corrosion:stable_wrong|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,61_0,61,craze,majority,2,17:craze:stable_correct|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,61_0,61,craze,seed_disagreement,3,17:craze:stable_correct|29:craze:stable_correct|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,61_1,61,craze,majority,2,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,61_1,61,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,61_2,61,craze,majority,2,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,61_2,61,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,65_0,65,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:hide_craze:stable_wrong|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,67_0,67,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,71_0,71,craze,majority,2,17:thunderstrike:harmful_flip|29:craze:stable_correct|43:thunderstrike:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,71_0,71,craze,seed_disagreement,3,17:thunderstrike:harmful_flip|29:craze:stable_correct|43:thunderstrike:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,73_0,73,craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,81_0,81,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,81_1,81,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,81_2,81,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,88_0,88,crack,seed_disagreement,3,17:crack:stable_correct|29:crack:beneficial_flip|43:hide_craze:stable_wrong
severe_stable_correct,resnet18,resolution_severe,resolution,severe,93_0,93,craze,majority,2,17:craze:stable_correct|29:craze:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,93_0,93,craze,seed_disagreement,3,17:craze:stable_correct|29:craze:stable_correct|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,103_0,103,craze,majority,2,17:hide_craze:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,103_0,103,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,112_0,112,thunderstrike,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,112_1,112,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
beneficial_flip,resnet18,resolution_severe,resolution,severe,142_0,142,surface_injure,consensus,3,17:surface_injure:beneficial_flip|29:surface_injure:beneficial_flip|43:surface_injure:beneficial_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,146_0,146,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,156_0,156,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,161_0,161,corrosion,majority,2,17:surface_injure:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,161_0,161,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,163_0,163,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,166_0,166,craze,majority,2,17:craze:stable_correct|29:crack:harmful_flip|43:craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,166_0,166,craze,seed_disagreement,3,17:craze:stable_correct|29:crack:harmful_flip|43:craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,167_0,167,craze,majority,2,17:hide_craze:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,167_0,167,craze,seed_disagreement,3,17:hide_craze:harmful_flip|29:craze:stable_correct|43:craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,167_1,167,craze,seed_disagreement,3,17:hide_craze:stable_wrong|29:craze:stable_correct|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,178_0,178,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,178_1,178,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,178_2,178,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,198_0,198,craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,198_1,198,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,209_0,209,hide_craze,majority,2,17:surface_injure:harmful_flip|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,209_0,209,hide_craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,214_0,214,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,216_0,216,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,217_0,217,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,224_0,224,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,228_0,228,hide_craze,seed_disagreement,3,17:hide_craze:stable_correct|29:crack:stable_wrong|43:hide_craze:beneficial_flip
beneficial_flip,resnet18,resolution_severe,resolution,severe,228_1,228,hide_craze,majority,2,17:hide_craze:beneficial_flip|29:craze:stable_wrong|43:hide_craze:beneficial_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,228_1,228,hide_craze,seed_disagreement,3,17:hide_craze:beneficial_flip|29:craze:stable_wrong|43:hide_craze:beneficial_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,234_0,234,surface_injure,majority,2,17:surface_injure:stable_correct|29:surface_injure:beneficial_flip|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,234_1,234,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,234_2,234,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,234_3,234,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,234_4,234,hide_craze,majority,2,17:surface_injure:harmful_flip|29:hide_craze:stable_correct|43:hide_craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,234_4,234,hide_craze,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,238_0,238,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,238_1,238,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,250_0,250,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,252_0,252,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,255_0,255,surface_injure,seed_disagreement,3,17:surface_injure:beneficial_flip|29:hide_craze:stable_wrong|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,255_1,255,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,257_0,257,surface_injure,majority,2,17:surface_injure:stable_correct|29:surface_injure:beneficial_flip|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,257_1,257,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,269_0,269,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,273_0,273,thunderstrike,consensus,3,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:thunderstrike:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,273_1,273,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,276_0,276,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,276_1,276,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,284_0,284,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,285_0,285,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,285_1,285,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,318_0,318,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,322_0,322,corrosion,consensus,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:corrosion:stable_correct
severe_stable_wrong,resnet18,resolution_severe,resolution,severe,323_0,323,corrosion,majority,2,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:hide_craze:changed_wrong
seed_disagreement,resnet18,resolution_severe,resolution,severe,323_0,323,corrosion,seed_disagreement,3,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:hide_craze:changed_wrong
severe_stable_correct,resnet18,resolution_severe,resolution,severe,326_0,326,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,326_1,326,craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,332_0,332,surface_injure,majority,2,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,332_0,332,surface_injure,seed_disagreement,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,363_0,363,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,370_0,370,corrosion,majority,2,17:corrosion:stable_correct|29:corrosion:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,370_0,370,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,370_1,370,corrosion,majority,2,17:corrosion:stable_correct|29:corrosion:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,370_1,370,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,370_2,370,corrosion,majority,2,17:corrosion:stable_correct|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,370_2,370,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,373_0,373,corrosion,consensus,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:corrosion:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,379_0,379,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,379_1,379,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,388_0,388,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,389_0,389,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_wrong,resnet18,resolution_severe,resolution,severe,390_0,390,corrosion,majority,2,17:surface_injure:stable_wrong|29:surface_injure:harmful_flip|43:surface_injure:stable_wrong
severe_stable_correct,resnet18,resolution_severe,resolution,severe,394_0,394,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,405_0,405,corrosion,consensus,3,17:hide_craze:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,407_0,407,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,408_0,408,corrosion,majority,2,17:hide_craze:harmful_flip|29:corrosion:stable_correct|43:craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,408_0,408,corrosion,seed_disagreement,3,17:hide_craze:harmful_flip|29:corrosion:stable_correct|43:craze:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,408_1,408,corrosion,consensus,3,17:hide_craze:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,410_0,410,corrosion,majority,2,17:corrosion:stable_correct|29:corrosion:stable_correct|43:craze:stable_wrong
seed_disagreement,resnet18,resolution_severe,resolution,severe,410_0,410,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:craze:stable_wrong
seed_disagreement,resnet18,resolution_severe,resolution,severe,410_1,410,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:corrosion:stable_correct|43:surface_injure:changed_wrong
severe_stable_correct,resnet18,resolution_severe,resolution,severe,432_0,432,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,438_0,438,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,440_0,440,crack,majority,2,17:crack:stable_correct|29:crack:stable_correct|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,440_0,440,crack,seed_disagreement,3,17:crack:stable_correct|29:crack:stable_correct|43:hide_craze:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,447_0,447,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,447_1,447,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,451_0,451,corrosion,majority,2,17:corrosion:stable_correct|29:crack:harmful_flip|43:corrosion:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,451_0,451,corrosion,seed_disagreement,3,17:corrosion:stable_correct|29:crack:harmful_flip|43:corrosion:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,457_0,457,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,457_1,457,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,457_2,457,hide_craze,majority,2,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:beneficial_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,464_0,464,craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,464_1,464,hide_craze,seed_disagreement,3,17:surface_injure:stable_wrong|29:crack:harmful_flip|43:surface_injure:changed_wrong
severe_stable_correct,resnet18,resolution_severe,resolution,severe,469_0,469,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,473_0,473,crack,consensus,3,17:crack:stable_correct|29:crack:stable_correct|43:crack:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,476_0,476,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,479_0,479,surface_injure,consensus,3,17:surface_injure:stable_correct|29:surface_injure:stable_correct|43:surface_injure:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,479_1,479,thunderstrike,consensus,3,17:thunderstrike:stable_correct|29:thunderstrike:stable_correct|43:thunderstrike:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,501_0,501,corrosion,majority,2,17:surface_injure:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,501_0,501,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,505_0,505,corrosion,majority,2,17:surface_injure:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,505_0,505,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:corrosion:stable_correct|43:corrosion:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,511_0,511,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,511_1,511,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_wrong,resnet18,resolution_severe,resolution,severe,521_0,521,corrosion,majority,2,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:hide_craze:changed_wrong
seed_disagreement,resnet18,resolution_severe,resolution,severe,521_0,521,corrosion,seed_disagreement,3,17:surface_injure:stable_wrong|29:hide_craze:stable_wrong|43:hide_craze:changed_wrong
severe_stable_wrong,resnet18,resolution_severe,resolution,severe,521_1,521,corrosion,majority,2,17:surface_injure:changed_wrong|29:hide_craze:stable_wrong|43:hide_craze:stable_wrong
seed_disagreement,resnet18,resolution_severe,resolution,severe,521_1,521,corrosion,seed_disagreement,3,17:surface_injure:changed_wrong|29:hide_craze:stable_wrong|43:hide_craze:stable_wrong
severe_stable_correct,resnet18,resolution_severe,resolution,severe,541_0,541,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_wrong,resnet18,resolution_severe,resolution,severe,546_0,546,corrosion,consensus,3,17:surface_injure:stable_wrong|29:surface_injure:stable_wrong|43:surface_injure:stable_wrong
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,546_1,546,corrosion,consensus,3,17:surface_injure:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,546_1,546,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,546_2,546,corrosion,consensus,3,17:surface_injure:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
seed_disagreement,resnet18,resolution_severe,resolution,severe,546_2,546,corrosion,seed_disagreement,3,17:surface_injure:harmful_flip|29:hide_craze:harmful_flip|43:hide_craze:harmful_flip
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,563_0,563,craze,consensus,3,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:harmful_flip
severe_stable_correct,resnet18,resolution_severe,resolution,severe,566_0,566,corrosion,consensus,3,17:corrosion:stable_correct|29:corrosion:stable_correct|43:corrosion:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,569_0,569,hide_craze,consensus,3,17:hide_craze:stable_correct|29:hide_craze:stable_correct|43:hide_craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,574_0,574,craze,consensus,3,17:craze:stable_correct|29:craze:stable_correct|43:craze:stable_correct
severe_stable_correct,resnet18,resolution_severe,resolution,severe,580_0,580,craze,majority,2,17:craze:stable_correct|29:surface_injure:harmful_flip|43:craze:stable_correct
seed_disagreement,resnet18,resolution_severe,resolution,severe,580_0,580,craze,seed_disagreement,3,17:craze:stable_correct|29:surface_injure:harmful_flip|43:craze:stable_correct
severe_harmful_flip,resnet18,resolution_severe,resolution,severe,591_0,591,thunderstrike,majority,2,17:surface_injure:harmful_flip|29:surface_injure:harmful_flip|43:surface_injure:stable_wrong
