sample_id,image_filename,primary_xml_filename,secondary_xml_filename,primary_declared_filename,secondary_declared_filename,official_split,resolved_image_filename,annotation_source,identity_status,annotation_status,duplicate_group_id,duplicate_status,curated_split,include,reason_code,review_status,reviewer,review_notes,evidence_artifact,source_dataset_fingerprint,curation_version
317,317.jpg,317.xml,317.xml,317.jpg,317.jpg,train,317.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
318,318.jpg,318.xml,318.xml,318.jpg,318.jpg,test,318.jpg,primary,consistent,primary_confirmed,scene-038,near_duplicate_same_scene,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
319,319.jpg,319.xml,319.xml,319.jpg,319.jpg,validation,319.jpg,primary,consistent,primary_confirmed,scene-010,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
320,320.jpg,320.xml,320.xml,320.jpg,320.jpg,train,320.jpg,primary,consistent,primary_confirmed,scene-036,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
321,321.jpg,321.xml,321.xml,321.jpg,321.jpg,train,321.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
322,322.jpg,322.xml,322.xml,322.jpg,322.jpg,test,322.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
323,323.jpg,323.xml,323.xml,323.jpg,323.jpg,test,323.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
324,324.jpg,324.xml,324.xml,324.jpg,324.jpg,train,324.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
325,325.jpg,325.xml,325.xml,325.jpg,325.jpg,train,325.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
326,326.jpg,326.xml,326.xml,326.jpg,326.jpg,test,326.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
327,327.jpg,327.xml,327.xml,327.jpg,327.jpg,train,327.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
328,328.jpg,328.xml,328.xml,328.jpg,328.jpg,train,328.jpg,primary,consistent,primary_confirmed,scene-037,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
329,329.jpg,329.xml,329.xml,329.jpg,329.jpg,train,329.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
330,330.jpg,330.xml,330.xml,330.jpg,330.jpg,train,330.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
331,331.jpg,331.xml,331.xml,331.jpg,331.jpg,validation,331.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
332,332.jpg,332.xml,332.xml,332.jpg,332.jpg,test,332.jpg,primary,consistent,primary_confirmed,scene-039,near_duplicate_same_scene,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
333,333.jpg,333.xml,333.xml,333.jpg,333.jpg,train,333.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
334,334.jpg,334.xml,334.xml,334.jpg,334.jpg,train,334.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
335,335.jpg,335.xml,335.xml,335.jpg,335.jpg,train,335.jpg,primary,consistent,primary_confirmed,scene-011,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
336,336.jpg,336.xml,336.xml,336.jpg,336.jpg,train,336.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
337,337.jpg,337.xml,337.xml,337.jpg,337.jpg,train,337.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
338,338.jpg,338.xml,338.xml,338.jpg,338.jpg,validation,338.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
339,339.jpg,339.xml,339.xml,339.jpg,339.jpg,train,339.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
340,340.jpg,340.xml,340.xml,340.jpg,340.jpg,train,340.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
341,341.jpg,341.xml,341.xml,341.jpg,341.jpg,train,341.jpg,primary,consistent,primary_confirmed,scene-036,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
342,342.jpg,342.xml,342.xml,342.jpg,342.jpg,train,342.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
343,343.jpg,343.xml,343.xml,343.jpg,343.jpg,train,343.jpg,primary,consistent,primary_confirmed,scene-018,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
344,344.jpg,344.xml,344.xml,344.jpg,344.jpg,train,344.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
345,345.jpg,345.xml,345.xml,345.jpg,345.jpg,train,345.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
346,346.jpg,346.xml,346.xml,346.jpg,346.jpg,validation,346.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
347,347.jpg,347.xml,347.xml,347.jpg,347.jpg,validation,347.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
348,348.jpg,348.xml,348.xml,348.jpg,348.jpg,validation,348.jpg,primary,consistent,primary_confirmed,scene-004,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
349,349.jpg,349.xml,349.xml,349.jpg,349.jpg,train,349.jpg,primary,consistent,primary_confirmed,scene-035,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
350,350.jpg,350.xml,350.xml,350.jpg,350.jpg,train,350.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
351,351.jpg,351.xml,351.xml,351.jpg,351.jpg,train,351.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
352,352.jpg,352.xml,352.xml,352.jpg,352.jpg,train,352.jpg,primary,consistent,primary_confirmed,scene-021,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
353,353.jpg,353.xml,353.xml,353.jpg,353.jpg,train,353.jpg,primary,consistent,primary_confirmed,scene-026,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
354,354.jpg,354.xml,354.xml,354.jpg,354.jpg,train,354.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
355,355.jpg,355.xml,355.xml,355.jpg,355.jpg,train,355.jpg,primary,consistent,primary_confirmed,scene-038,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
356,356.jpg,356.xml,356.xml,356.jpg,356.jpg,train,356.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
357,357.jpg,357.xml,357.xml,357.jpg,357.jpg,train,357.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
358,358.jpg,358.xml,358.xml,358.jpg,358.jpg,train,358.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
359,359.jpg,359.xml,359.xml,359.jpg,359.jpg,train,359.jpg,primary,consistent,primary_confirmed,scene-035,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
360,360.jpg,360.xml,360.xml,360.jpg,360.jpg,train,360.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
361,361.jpg,361.xml,361.xml,361.jpg,361.jpg,train,361.jpg,primary,consistent,primary_confirmed,scene-036,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
362,362.jpg,362.xml,362.xml,362.jpg,362.jpg,validation,362.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
363,363.jpg,363.xml,363.xml,363.jpg,363.jpg,test,363.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
364,364.jpg,364.xml,364.xml,364.jpg,364.jpg,train,364.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
365,365.jpg,365.xml,365.xml,365.jpg,365.jpg,train,365.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
366,366.jpg,366.xml,366.xml,366.jpg,366.jpg,train,366.jpg,primary,consistent,primary_confirmed,scene-021,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
367,367.jpg,367.xml,367.xml,367.jpg,367.jpg,train,367.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
368,368.jpg,368.xml,368.xml,368.jpg,368.jpg,train,368.jpg,primary,consistent,primary_confirmed,scene-040,near_duplicate_same_scene,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
369,369.jpg,369.xml,369.xml,369.jpg,369.jpg,train,369.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
370,370.jpg,370.xml,370.xml,370.jpg,370.jpg,test,370.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
371,371.jpg,371.xml,371.xml,371.jpg,371.jpg,validation,371.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
372,372.jpg,372.xml,372.xml,372.jpg,372.jpg,train,372.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
373,373.jpg,373.xml,373.xml,373.jpg,373.jpg,test,373.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
374,374.jpg,374.xml,374.xml,374.jpg,374.jpg,train,374.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
375,375.jpg,375.xml,375.xml,375.jpg,375.jpg,train,375.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
376,376.jpg,376.xml,376.xml,376.jpg,376.jpg,train,376.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
377,377.jpg,377.xml,377.xml,377.jpg,377.jpg,train,377.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
378,378.jpg,378.xml,378.xml,378.jpg,378.jpg,train,378.jpg,primary,consistent,primary_confirmed,scene-035,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
379,379.jpg,379.xml,379.xml,379.jpg,379.jpg,test,379.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
380,380.jpg,380.xml,380.xml,380.jpg,380.jpg,train,380.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
381,381.jpg,381.xml,381.xml,381.jpg,381.jpg,train,381.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
382,382.jpg,382.xml,382.xml,382.jpg,382.jpg,validation,382.jpg,primary,consistent,primary_confirmed,,unique,validation,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
383,383.jpg,383.xml,383.xml,383.jpg,383.jpg,train,383.jpg,primary,consistent,primary_confirmed,scene-041,near_duplicate_same_scene,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
384,384.jpg,384.xml,384.xml,384.jpg,384.jpg,train,384.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
385,385.jpg,385.xml,385.xml,385.jpg,385.jpg,train,385.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
386,386.jpg,386.xml,386.xml,386.jpg,386.jpg,train,386.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
387,387.jpg,387.xml,387.xml,387.jpg,387.jpg,train,387.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
388,388.jpg,388.xml,388.xml,388.jpg,388.jpg,test,388.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
389,389.jpg,389.xml,389.xml,389.jpg,389.jpg,test,389.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
390,390.jpg,390.xml,390.xml,390.jpg,390.jpg,test,390.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
391,391.jpg,391.xml,391.xml,391.jpg,391.jpg,train,391.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
392,392.jpg,392.xml,392.xml,392.jpg,392.jpg,train,392.jpg,primary,consistent,primary_confirmed,,near_duplicate_review,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
393,393.jpg,393.xml,393.xml,393.jpg,393.jpg,train,393.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
394,394.jpg,394.xml,394.xml,394.jpg,394.jpg,test,394.jpg,primary,consistent,primary_confirmed,,unique,test,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
395,395.jpg,395.xml,395.xml,395.jpg,395.jpg,train,395.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
396,396.jpg,396.xml,396.xml,396.jpg,396.jpg,train,396.jpg,primary,consistent,primary_confirmed,scene-030,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
397,397.jpg,397.xml,397.xml,397.jpg,397.jpg,train,397.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
398,398.jpg,398.xml,398.xml,398.jpg,398.jpg,train,398.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
399,399.jpg,399.xml,399.xml,399.jpg,399.jpg,train,399.jpg,primary,consistent,primary_confirmed,scene-028,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
400,400.jpg,400.xml,400.xml,400.jpg,400.jpg,train,400.jpg,primary,consistent,primary_confirmed,scene-042,near_duplicate_same_scene,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
401,401.jpg,401.xml,401.xml,401.jpg,401.jpg,train,401.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
402,402.jpg,402.xml,402.xml,402.jpg,402.jpg,train,402.jpg,primary,consistent,primary_confirmed,scene-012,near_duplicate_same_scene,,False,near_duplicate_same_scene_redundant,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
403,403.jpg,403.xml,403.xml,403.jpg,403.jpg,train,403.jpg,primary,consistent,primary_confirmed,scene-043,near_duplicate_same_scene,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
404,404.jpg,404.xml,404.xml,404.jpg,404.jpg,train,404.jpg,primary,consistent,primary_confirmed,,unique,train,True,none,not_required,,,data/metadata/wtbd/second_annotator_comparison.csv,568c00e99f5ca8d205c5b48b3c058ca8f3b93d2e4de9986ec7d01af75b33babb,wtbd-curation-v1
