sample_id,primary_declared_filename,secondary_declared_filename,filename_identity_agreement,primary_object_count,secondary_object_count,object_count_agreement,class_multiset_agreement,matched_same_class_boxes,unmatched_primary,unmatched_secondary,mean_matched_iou,minimum_matched_iou,exact_annotation_signature,agreement_category
271,271.jpg,271.jpg,True,1,1,True,True,1,0,0,0.8851880276285495,0.8851880276285495,False,strong_agreement
272,272.jpg,272.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
273,273.jpg,273.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
274,274.jpg,274.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
275,275.jpg,275.jpg,True,1,1,True,True,1,0,0,0.9686748967812172,0.9686748967812172,False,strong_agreement
276,276.jpg,276.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
277,277.jpg,277.jpg,True,2,2,True,True,2,0,0,0.9719521470122716,0.9439042940245431,False,strong_agreement
278,278.jpg,278.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
279,279.jpg,279.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
280,280.jpg,280.jpg,True,1,1,True,True,1,0,0,0.918438480306727,0.918438480306727,False,strong_agreement
281,281.jpg,281.jpg,True,2,1,False,False,1,1,0,1.0,1.0,False,object_count_disagreement
282,282.jpg,282.jpg,True,3,3,True,True,3,0,0,0.9888375673595072,0.9665127020785219,False,strong_agreement
283,283.jpg,283.jpg,True,2,2,True,True,2,0,0,0.8658694990984814,0.8436213991769548,False,strong_agreement
284,284.jpg,284.jpg,True,1,1,True,True,1,0,0,0.901145651882621,0.901145651882621,False,strong_agreement
285,285.jpg,285.jpg,True,2,2,True,True,2,0,0,0.9869565217391305,0.9739130434782609,False,strong_agreement
286,286.jpg,286.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
287,287.jpg,287.jpg,True,1,1,True,True,1,0,0,0.9855524315897892,0.9855524315897892,False,strong_agreement
288,288.jpg,288.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
289,289.jpg,289.jpg,True,3,3,True,True,3,0,0,0.9838861515042262,0.9516584545126787,False,strong_agreement
290,290.jpg,290.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
291,291.jpg,291.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
292,292.jpg,292.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
293,293.jpg,293.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
294,294.jpg,294.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
295,295.jpg,295.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
296,296.jpg,296.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
297,297.jpg,297.jpg,True,2,2,True,True,2,0,0,0.9541761363636363,0.9083522727272727,False,strong_agreement
298,298.jpg,298.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
299,299.jpg,299.jpg,True,5,5,True,False,4,1,1,0.9807104769231225,0.9505564789112332,False,class_disagreement
300,300.jpg,300.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
301,301.jpg,301.jpg,True,1,1,True,True,1,0,0,0.9481747934985345,0.9481747934985345,False,strong_agreement
302,302.jpg,302.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
303,303.jpg,303.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
304,304.jpg,304.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
305,305.jpg,305.jpg,True,2,2,True,True,2,0,0,0.8866412978169438,0.7732825956338875,False,box_disagreement
306,306.jpg,306.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
307,307.jpg,307.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
308,308.jpg,308.jpg,True,2,2,True,True,2,0,0,0.9584426536731634,0.9168853073463268,False,strong_agreement
309,309.jpg,309.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
310,310.jpg,310.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
311,311.jpg,311.jpg,True,6,6,True,True,6,0,0,0.9887642276422764,0.9325853658536586,False,strong_agreement
312,312.jpg,312.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
313,313.jpg,313.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
314,314.jpg,314.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
315,315.jpg,315.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
316,316.jpg,316.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
317,317.jpg,317.jpg,True,2,2,True,True,2,0,0,0.9869019527375944,0.9738039054751889,False,strong_agreement
318,318.jpg,318.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
319,319.jpg,319.jpg,True,3,3,True,True,3,0,0,1.0,1.0,True,strong_agreement
320,320.jpg,320.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
321,321.jpg,321.jpg,True,1,1,True,True,1,0,0,0.9733112932671434,0.9733112932671434,False,strong_agreement
322,322.jpg,322.jpg,True,1,1,True,True,1,0,0,0.974436274509804,0.974436274509804,False,strong_agreement
323,323.jpg,323.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
324,324.jpg,324.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
325,325.jpg,325.jpg,True,3,3,True,True,3,0,0,0.9697213290460879,0.9091639871382636,False,strong_agreement
326,326.jpg,326.jpg,True,2,2,True,True,2,0,0,0.9058270038439374,0.8471313053523296,False,strong_agreement
327,327.jpg,327.jpg,True,1,1,True,True,1,0,0,0.976859942086769,0.976859942086769,False,strong_agreement
328,328.jpg,328.jpg,True,6,6,True,True,6,0,0,0.9277063737775814,0.6701680672268907,False,box_disagreement
329,329.jpg,329.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
330,330.jpg,330.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
331,331.jpg,331.jpg,True,5,5,True,False,3,2,2,1.0,1.0,False,class_disagreement
332,332.jpg,332.jpg,True,1,1,True,True,1,0,0,0.9675275035729717,0.9675275035729717,False,strong_agreement
333,333.jpg,333.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
334,334.jpg,334.jpg,True,1,1,True,True,1,0,0,0.7492559523809523,0.7492559523809523,False,box_disagreement
335,335.jpg,335.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
336,336.jpg,336.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
337,337.jpg,337.jpg,True,1,1,True,True,1,0,0,0.9589971736627237,0.9589971736627237,False,strong_agreement
338,338.jpg,338.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
339,339.jpg,339.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
340,340.jpg,340.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
341,341.jpg,341.jpg,True,2,2,True,True,2,0,0,0.9290135759596807,0.8858666306695464,False,strong_agreement
342,342.jpg,342.jpg,True,1,1,True,True,1,0,0,0.94634923296169,0.94634923296169,False,strong_agreement
343,343.jpg,343.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
344,344.jpg,344.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
345,345.jpg,345.jpg,True,2,2,True,True,2,0,0,0.8949579831932772,0.7899159663865546,False,box_disagreement
346,346.jpg,346.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
347,347.jpg,347.jpg,True,1,1,True,True,1,0,0,0.9848396835396435,0.9848396835396435,False,strong_agreement
348,348.jpg,348.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
349,349.jpg,349.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
350,350.jpg,350.jpg,True,1,1,True,True,1,0,0,0.9276200490711531,0.9276200490711531,False,strong_agreement
351,351.jpg,351.jpg,True,3,3,True,True,3,0,0,0.9632443260199937,0.8897329780599808,False,strong_agreement
352,352.jpg,352.jpg,True,1,1,True,True,1,0,0,0.9798855087153279,0.9798855087153279,False,strong_agreement
353,353.jpg,353.jpg,True,1,1,True,True,1,0,0,0.9642610070662647,0.9642610070662647,False,strong_agreement
354,354.jpg,354.jpg,True,1,1,True,True,1,0,0,0.9491333225336142,0.9491333225336142,False,strong_agreement
355,355.jpg,355.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
356,356.jpg,356.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
357,357.jpg,357.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
358,358.jpg,358.jpg,True,1,1,True,True,1,0,0,0.912938297694853,0.912938297694853,False,strong_agreement
359,359.jpg,359.jpg,True,1,1,True,True,1,0,0,0.9708403267315654,0.9708403267315654,False,strong_agreement
360,360.jpg,360.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
361,361.jpg,361.jpg,True,2,2,True,True,2,0,0,0.9825126152775361,0.9650252305550722,False,strong_agreement
362,362.jpg,362.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
363,363.jpg,363.jpg,True,1,1,True,True,1,0,0,0.9820337602389465,0.9820337602389465,False,strong_agreement
364,364.jpg,364.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
365,365.jpg,365.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
366,366.jpg,366.jpg,True,1,1,True,True,1,0,0,0.979723417413387,0.979723417413387,False,strong_agreement
367,367.jpg,367.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
368,368.jpg,368.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
369,369.jpg,369.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
370,370.jpg,370.jpg,True,3,3,True,False,2,1,1,0.9818959842001317,0.9637919684002634,False,class_disagreement
371,371.jpg,371.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
372,372.jpg,372.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
373,373.jpg,373.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
374,374.jpg,374.jpg,True,1,1,True,True,1,0,0,0.9625725572396001,0.9625725572396001,False,strong_agreement
375,375.jpg,375.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
376,376.jpg,376.jpg,True,3,3,True,True,3,0,0,1.0,1.0,True,strong_agreement
377,377.jpg,377.jpg,True,1,1,True,True,1,0,0,0.9792397057812607,0.9792397057812607,False,strong_agreement
378,378.jpg,378.jpg,True,1,1,True,True,1,0,0,0.9284435643564356,0.9284435643564356,False,strong_agreement
379,379.jpg,379.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
380,380.jpg,380.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
381,381.jpg,381.jpg,True,1,1,True,True,1,0,0,0.889204097714736,0.889204097714736,False,strong_agreement
382,382.jpg,382.jpg,True,3,3,True,True,3,0,0,0.9334789240155296,0.800436772046589,False,strong_agreement
383,383.jpg,383.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
384,384.jpg,384.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
385,385.jpg,385.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
386,386.jpg,386.jpg,True,3,3,True,True,3,0,0,1.0,1.0,True,strong_agreement
387,387.jpg,387.jpg,True,1,1,True,True,1,0,0,0.9719885202075798,0.9719885202075798,False,strong_agreement
388,388.jpg,388.jpg,True,1,1,True,True,1,0,0,0.8746355685131195,0.8746355685131195,False,strong_agreement
389,389.jpg,389.jpg,True,1,1,True,True,1,0,0,0.8929608127721336,0.8929608127721336,False,strong_agreement
390,390.jpg,390.jpg,True,1,1,True,True,1,0,0,0.9564497931553215,0.9564497931553215,False,strong_agreement
391,391.jpg,391.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
392,392.jpg,392.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
393,393.jpg,393.jpg,True,1,1,True,True,1,0,0,0.9409322763707024,0.9409322763707024,False,strong_agreement
394,394.jpg,394.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
395,395.jpg,395.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
396,396.jpg,396.jpg,True,2,2,True,False,1,1,1,0.9477508650519031,0.9477508650519031,False,class_disagreement
397,397.jpg,397.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
398,398.jpg,398.jpg,True,3,3,True,True,3,0,0,1.0,1.0,True,strong_agreement
399,399.jpg,399.jpg,True,2,2,True,True,2,0,0,0.927578669526127,0.8551573390522539,False,strong_agreement
400,400.jpg,400.jpg,True,5,5,True,True,5,0,0,0.9813314136995046,0.9293528183716075,False,strong_agreement
401,401.jpg,401.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
402,402.jpg,402.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
403,403.jpg,403.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
404,404.jpg,404.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
405,405.jpg,405.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
406,406.jpg,406.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
407,407.jpg,407.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
408,408.jpg,408.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
409,409.jpg,409.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
410,410.jpg,410.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
411,411.jpg,411.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
412,412.jpg,412.jpg,True,2,2,True,True,2,0,0,0.9901440855630175,0.980288171126035,False,strong_agreement
413,413.jpg,413.jpg,True,3,2,False,False,2,1,0,1.0,1.0,False,object_count_disagreement
414,414.jpg,414.jpg,True,1,1,True,True,1,0,0,0.9761028472115729,0.9761028472115729,False,strong_agreement
415,415.jpg,415.jpg,True,2,2,True,True,2,0,0,0.9115031757233591,0.8230063514467184,False,strong_agreement
416,416.jpg,416.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
417,417.jpg,417.jpg,True,1,1,True,True,1,0,0,0.961255081300813,0.961255081300813,False,strong_agreement
418,418.jpg,418.jpg,True,1,1,True,True,1,0,0,0.8613749114103473,0.8613749114103473,False,strong_agreement
419,419.jpg,419.jpg,True,1,1,True,True,1,0,0,0.9653709730500604,0.9653709730500604,False,strong_agreement
420,420.jpg,420.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
421,421.jpg,421.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
422,422.jpg,422.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
423,423.jpg,423.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
424,424.jpg,424.jpg,True,3,3,True,True,3,0,0,0.9644191527274817,0.8932574581824453,False,strong_agreement
425,425.jpg,425.jpg,True,1,1,True,True,1,0,0,0.974955729825449,0.974955729825449,False,strong_agreement
426,426.jpg,426.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
427,427.jpg,427.jpg,True,3,3,True,True,3,0,0,1.0,1.0,True,strong_agreement
428,428.jpg,428.jpg,True,1,1,True,True,1,0,0,0.8997188378631678,0.8997188378631678,False,strong_agreement
429,429.jpg,429.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
430,430.jpg,430.jpg,True,3,3,True,False,2,1,1,1.0,1.0,False,class_disagreement
431,431.jpg,431.jpg,True,1,1,True,True,1,0,0,0.9746189966752296,0.9746189966752296,False,strong_agreement
432,432.jpg,432.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
433,433.jpg,433.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
434,434.jpg,434.jpg,True,2,2,True,True,2,0,0,0.842612419700214,0.6852248394004282,False,box_disagreement
435,435.jpg,435.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
436,436.jpg,436.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
437,437.jpg,437.jpg,True,1,1,True,True,1,0,0,0.9691845513097703,0.9691845513097703,False,strong_agreement
438,438.jpg,438.jpg,True,1,1,True,True,1,0,0,0.9530985508443086,0.9530985508443086,False,strong_agreement
439,439.jpg,439.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
440,440.jpg,440.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
441,441.jpg,441.jpg,True,1,0,False,False,0,1,0,,,False,object_count_disagreement
442,442.jpg,442.jpg,True,3,3,True,True,3,0,0,0.987407788642992,0.9622233659289758,False,strong_agreement
443,443.jpg,443.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
444,444.jpg,444.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
445,445.jpg,445.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
446,446.jpg,446.jpg,True,1,1,True,True,1,0,0,0.7931034482758621,0.7931034482758621,False,box_disagreement
447,447.jpg,447.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
448,448.jpg,448.jpg,True,1,1,True,True,1,0,0,0.8818589025755879,0.8818589025755879,False,strong_agreement
449,449.jpg,449.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
450,450.jpg,450.jpg,True,1,1,True,True,1,0,0,0.9363212330156155,0.9363212330156155,False,strong_agreement
451,451.jpg,451.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
452,452.jpg,452.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
453,453.jpg,453.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
454,454.jpg,454.jpg,True,1,1,True,True,1,0,0,0.9786799354137147,0.9786799354137147,False,strong_agreement
455,455.jpg,455.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
456,456.jpg,456.jpg,True,2,2,True,False,1,1,1,1.0,1.0,False,class_disagreement
457,457.jpg,457.jpg,True,3,3,True,True,3,0,0,0.9311445508435933,0.7934336525307798,False,box_disagreement
458,458.jpg,458.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
459,459.jpg,459.jpg,True,2,2,True,False,0,2,2,,,False,class_disagreement
460,460.jpg,460.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
461,461.jpg,461.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
462,462.jpg,462.jpg,True,4,4,True,True,4,0,0,0.9321712926137018,0.8414786967418546,False,strong_agreement
463,463.jpg,463.jpg,True,1,1,True,True,1,0,0,0.9117951370926022,0.9117951370926022,False,strong_agreement
464,464.jpg,464.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
465,465.jpg,465.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
466,466.jpg,466.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
467,467.jpg,467.jpg,True,3,3,True,True,3,0,0,0.978978978978979,0.9369369369369369,False,strong_agreement
468,468.jpg,468.jpg,True,2,2,True,False,1,1,1,0.7149292149292149,0.7149292149292149,False,class_disagreement
469,469.jpg,469.jpg,True,1,1,True,True,1,0,0,0.9571287884526855,0.9571287884526855,False,strong_agreement
470,470.jpg,470.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
471,471.jpg,471.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
472,472.jpg,472.jpg,True,4,4,True,True,4,0,0,0.9583615309421761,0.8334461237687044,False,strong_agreement
473,473.jpg,473.jpg,True,1,1,True,True,1,0,0,0.9627364479332882,0.9627364479332882,False,strong_agreement
474,474.jpg,474.jpg,True,1,1,True,True,1,0,0,0.9851300461056559,0.9851300461056559,False,strong_agreement
475,475.jpg,475.jpg,True,3,2,False,False,2,1,0,0.9857963786186708,0.9715927572373414,False,object_count_disagreement
476,476.jpg,476.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
477,477.jpg,477.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
478,478.jpg,478.jpg,True,2,2,True,True,2,0,0,0.9700615556799105,0.940123111359821,False,strong_agreement
479,479.jpg,479.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
480,480.jpg,480.jpg,True,3,3,True,True,3,0,0,0.9540538161228745,0.9009705136922792,False,strong_agreement
481,481.jpg,481.jpg,True,3,3,True,True,3,0,0,0.9890219848944052,0.9670659546832154,False,strong_agreement
482,482.jpg,482.jpg,True,1,1,True,True,1,0,0,0.9781420529672971,0.9781420529672971,False,strong_agreement
483,483.jpg,483.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
484,484.jpg,484.jpg,True,3,3,True,False,1,2,2,0.9048723897911833,0.9048723897911833,False,class_disagreement
485,485.jpg,485.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
486,486.jpg,486.jpg,True,1,1,True,True,1,0,0,0.9745579675659846,0.9745579675659846,False,strong_agreement
487,487.jpg,487.jpg,True,2,2,True,True,2,0,0,0.9348982572756892,0.9147181628392484,False,strong_agreement
488,488.jpg,488.jpg,True,1,1,True,True,1,0,0,0.9783776773555922,0.9783776773555922,False,strong_agreement
489,489.jpg,489.jpg,True,3,3,True,True,3,0,0,0.9907441688263606,0.9722325064790818,False,strong_agreement
490,490.jpg,490.jpg,True,1,1,True,False,0,1,1,,,False,class_disagreement
491,491.jpg,491.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
492,492.jpg,492.jpg,True,1,1,True,True,1,0,0,0.9599110084285286,0.9599110084285286,False,strong_agreement
493,493.jpg,493.jpg,True,3,3,True,False,1,2,2,0.9678661177351227,0.9678661177351227,False,class_disagreement
494,494.jpg,494.jpg,True,2,2,True,True,2,0,0,0.9793875147232038,0.9587750294464076,False,strong_agreement
495,495.jpg,495.jpg,True,1,1,True,True,1,0,0,0.9719035181405776,0.9719035181405776,False,strong_agreement
496,496.jpg,496.jpg,True,2,2,True,True,2,0,0,0.9118802902055623,0.8237605804111245,False,strong_agreement
497,497.jpg,497.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
498,498.jpg,498.jpg,True,2,2,True,True,2,0,0,0.9432172869147659,0.8864345738295318,False,strong_agreement
499,499.jpg,499.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
500,500.jpg,500.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
501,501.jpg,501.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
502,502.jpg,502.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
503,503.jpg,503.jpg,True,2,1,False,False,1,1,0,0.9621523334904707,0.9621523334904707,False,object_count_disagreement
504,504.jpg,504.jpg,True,1,1,True,True,1,0,0,0.9380185651311146,0.9380185651311146,False,strong_agreement
505,505.jpg,505.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
506,506.jpg,506.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
507,507.jpg,507.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
508,508.jpg,508.jpg,True,1,1,True,True,1,0,0,0.9350298332398389,0.9350298332398389,False,strong_agreement
509,509.jpg,509.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
510,510.jpg,510.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
511,511.jpg,511.jpg,True,2,2,True,True,2,0,0,0.9450162513542795,0.890032502708559,False,strong_agreement
512,512.jpg,512.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
513,513.jpg,513.jpg,True,1,1,True,True,1,0,0,0.9704900662251655,0.9704900662251655,False,strong_agreement
514,514.jpg,514.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
515,515.jpg,515.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
516,516.jpg,516.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
517,517.jpg,517.jpg,True,1,1,True,True,1,0,0,0.9519506419045245,0.9519506419045245,False,strong_agreement
518,518.jpg,518.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
519,519.jpg,519.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
520,520.jpg,520.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
521,521.jpg,521.jpg,True,2,2,True,True,2,0,0,0.9675878099173554,0.9351756198347108,False,strong_agreement
522,522.jpg,522.jpg,True,2,2,True,False,1,1,1,0.9730062391239761,0.9730062391239761,False,class_disagreement
523,523.jpg,523.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
524,524.jpg,524.jpg,True,1,1,True,True,1,0,0,0.9515653965953683,0.9515653965953683,False,strong_agreement
525,525.jpg,525.jpg,True,1,1,True,True,1,0,0,0.9723127035830619,0.9723127035830619,False,strong_agreement
526,526.jpg,526.jpg,True,1,1,True,True,1,0,0,0.9699629011739074,0.9699629011739074,False,strong_agreement
527,527.jpg,527.jpg,True,3,3,True,True,3,0,0,0.9924996093546539,0.9774988280639617,False,strong_agreement
528,528.jpg,528.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
529,529.jpg,529.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
530,530.jpg,530.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
531,531.jpg,531.jpg,True,1,1,True,True,1,0,0,0.9753354432035153,0.9753354432035153,False,strong_agreement
532,532.jpg,532.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
533,533.jpg,533.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
534,534.jpg,534.jpg,True,1,1,True,True,1,0,0,0.9481608029469862,0.9481608029469862,False,strong_agreement
535,535.jpg,535.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
536,536.jpg,536.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
537,537.jpg,537.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
538,538.jpg,538.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
539,539.jpg,539.jpg,True,2,2,True,True,2,0,0,1.0,1.0,True,strong_agreement
540,540.jpg,540.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
541,541.jpg,541.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
542,542.jpg,542.jpg,True,1,1,True,True,1,0,0,1.0,1.0,True,strong_agreement
543,543.jpg,543.jpg,True,5,5,True,True,5,0,0,0.9658937674657071,0.8989185941724241,False,strong_agreement
