instance_id,source_image_id,source_filename,object_index,raw_label,canonical_label,class_id,split,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,source_width,source_height,crop_xmin,crop_ymin,crop_xmax,crop_ymax,crop_side,context_multiplier,minimum_crop_side,minimum_side_applied,boundary_shifted,max_side_clipped,output_width,output_height,output_relative_path,source_image_sha256,processed_image_sha256,defect_occupancy,resize_scale_factor
115_0,115,115.jpg,0,corrosion,corrosion,1,train,302,438,447,977,146,540,1024,1024,0,214,810,1024,810,1.5,64,False,True,False,224,224,images/115_0.png,65c67b4a2c1154b1f10f554596607a3723a0e685a38ffb155f9e658f7c3830fc,8abc065731e8e96f53aed69f8e76a2fb40a0c5c887f1906b961ed5ae4cd17b38,0.120164609053,0.276543209877
115_1,115,115.jpg,1,corrosion,corrosion,1,train,406,24,555,427,150,404,1024,1024,177,0,783,606,606,1.5,64,False,True,False,224,224,images/115_1.png,65c67b4a2c1154b1f10f554596607a3723a0e685a38ffb155f9e658f7c3830fc,2d13491a64cdfc5ade21528ee27705d5510fc66cd9cbb60c7646daf790726e1b,0.16501650165,0.369636963696
116_0,116,116.jpg,0,surface_injure,surface_injure,2,train,491,670,536,714,46,45,1024,1024,478,657,547,726,69,1.5,64,False,False,False,224,224,images/116_0.png,2602355ad79fe4d53313538073e8c29247d906c9e868ff6606cdf4f6684f8e45,3cce2f5c74f8be1b61dd612ee4eba89b97cbb7093842865bb643e426751b802d,0.434782608696,3.24637681159
116_1,116,116.jpg,1,hide_craze,hide_craze,5,train,456,450,481,516,26,67,1024,1024,417,432,518,533,101,1.5,64,False,False,False,224,224,images/116_1.png,2602355ad79fe4d53313538073e8c29247d906c9e868ff6606cdf4f6684f8e45,e24d6fd22123bb3fb6e5cac450d1c53375cfd438dec717a7d28979db507a6a8c,0.170767571807,2.21782178218
116_2,116,116.jpg,2,hide_craze,hide_craze,5,train,437,86,486,439,50,354,1024,1024,195,0,726,531,531,1.5,64,False,True,False,224,224,images/116_2.png,2602355ad79fe4d53313538073e8c29247d906c9e868ff6606cdf4f6684f8e45,96bfafeffdce3c70368d0734c21be6e1f1ed63f2f88c9a658c0513c3d01ab508,0.0627746390458,0.421845574388
117_0,117,117.jpg,0,craze,craze,0,validation,402,356,1023,1008,622,653,1024,1024,44,44,1024,1024,980,1.5,64,False,True,False,224,224,images/117_0.png,030e755022350316a084bf6ac22171b7af4e712e7283d065669dc418090a96bd,3bad4da9ea548da601dee58e41da7f5144a1901eb7296eccfd72c7a0fd78d274,0.422913369429,0.228571428571
118_0,118,118.jpg,0,surface_injure,surface_injure,2,train,695,277,814,1002,120,726,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/118_0.png,e7e8b96b6cf08d2a92a62188b1784f126a8fb0650de35657929304a79729b1da,858c90290f8948587d0ad1e735a2d6bdce25e534dc7703be49b288cdec4ca636,0.0830841064453,0.21875
119_0,119,119.jpg,0,thunderstrike,thunderstrike,3,train,547,449,639,642,93,194,1024,1024,447,399,738,690,291,1.5,64,False,False,False,224,224,images/119_0.png,e1ff0817e976bd6344f10a721aac39fa845bd140521ce025d778fab288563652,3bc3eab740f63c3a16cb2633bbd335111d4c04b06dc6c897fa05f4b26d481d8b,0.213058419244,0.769759450172
120_0,120,120.jpg,0,corrosion,corrosion,1,train,512,13,647,988,136,976,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/120_0.png,755f66288d8ae14658f556b6f26965cad9328ca2e81901c04987f5d4df67fe1e,f998be30f1e5823513a21f195d50f96875e05879e06f40dead5d2a95cac57456,0.126586914062,0.21875
121_0,121,121.jpg,0,hide_craze,hide_craze,5,train,722,13,1012,242,291,230,1024,1024,587,0,1024,437,437,1.5,64,False,True,False,224,224,images/121_0.png,00335f01ea58c32174b9937efc402c046530b26f2227cbdbe92ab23b1cd620a9,ac2c70d4a3c91be4507d3f1e7cc5f550df8672d0d2309b0695dc98da43784b34,0.350475731663,0.512585812357
122_0,122,122.jpg,0,hide_craze,hide_craze,5,train,89,431,336,472,248,42,1024,1024,26,265,398,637,372,1.5,64,False,False,False,224,224,images/122_0.png,b759c84c4e1c8578cfd3e102901bdef813726e39601ce925b2400484d2649cb1,2d707faf2bc3fc151f55b213d44b734c498610bfedc41514157357a6c693bb99,0.0752688172043,0.602150537634
122_1,122,122.jpg,1,hide_craze,hide_craze,5,train,762,281,991,306,230,26,1024,1024,679,120,1024,465,345,1.5,64,False,True,False,224,224,images/122_1.png,b759c84c4e1c8578cfd3e102901bdef813726e39601ce925b2400484d2649cb1,d65df1f58719bdc72b154dbc0e42dd8ab46da9c90930aa4c6822af3372758d80,0.0502415458937,0.649275362319
123_0,123,123.jpg,0,craze,craze,0,validation,459,20,561,208,103,189,1024,1024,367,0,651,284,284,1.5,64,False,True,False,224,224,images/123_0.png,3c635fd971547687af7f0dd46c026f81eebe4e7efc89f9e5717c3b8f72fed5da,944cdd68cdaaac93bab3814906dd99cfa637f90f9b5ee2d0ed5960b181e44580,0.241358361436,0.788732394366
123_1,123,123.jpg,1,craze,craze,0,validation,481,222,595,581,115,360,1024,1024,267,131,807,671,540,1.5,64,False,False,False,224,224,images/123_1.png,3c635fd971547687af7f0dd46c026f81eebe4e7efc89f9e5717c3b8f72fed5da,d9260c8d187e670d7a73b4d3844193fe9fc33fbefa17ce29c0f99d281e0c0f40,0.141975308642,0.414814814815
123_2,123,123.jpg,2,craze,craze,0,validation,492,606,620,944,129,339,1024,1024,301,515,810,1024,509,1.5,64,False,True,False,224,224,images/123_2.png,3c635fd971547687af7f0dd46c026f81eebe4e7efc89f9e5717c3b8f72fed5da,885b83115ce1caa359dd8bbc17e3d1f4475ffdf2d8151a31abf0c98d2d0c4273,0.168792771373,0.440078585462
124_0,124,124.jpg,0,hide_craze,hide_craze,5,train,173,13,295,1008,123,996,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/124_0.png,e4d879d0a86d49df79feaf25888b4dcfe63f9201663aa8081143f55c5db347b4,be99b8fe0c73ccd05b76af7ee41b3400a94f7856b531f8760e26cc327562d7f2,0.116832733154,0.21875
125_0,125,125.jpg,0,hide_craze,hide_craze,5,train,330,538,819,569,490,32,1024,1024,206,185,941,920,735,1.5,64,False,False,False,224,224,images/125_0.png,7a156f8839b50576e49dd6cacfe39d344896df4142ec244891278e3cdef34c3f,15700c2e79da97e5da90120c5dbb17161012142c23619feb7527298f83c3533b,0.0290249433107,0.304761904762
125_1,125,125.jpg,1,hide_craze,hide_craze,5,train,928,544,1023,569,96,26,1024,1024,880,484,1024,628,144,1.5,64,False,True,False,224,224,images/125_1.png,7a156f8839b50576e49dd6cacfe39d344896df4142ec244891278e3cdef34c3f,8cc5307988fb460faa2c852ee181357d4fc84b29a91ed3c71ccc9237e0168bf8,0.12037037037,1.55555555556
126_0,126,126.jpg,0,craze,craze,0,train,56,664,164,872,109,209,1024,1024,0,610,314,924,314,1.5,64,False,True,False,224,224,images/126_0.png,07999ec21dd74b4e703e6ac1ced0e3bd5a2c4afdfbe6fea94795338d11fb3c8c,ee127606b7c5c5333f498b275ad517ee0e2726278fdfc5b01932b9923083d459,0.231053998134,0.713375796178
126_1,126,126.jpg,1,craze,craze,0,train,594,110,702,706,109,597,1024,1024,128,0,1024,896,896,1.5,64,False,True,False,224,224,images/126_1.png,07999ec21dd74b4e703e6ac1ced0e3bd5a2c4afdfbe6fea94795338d11fb3c8c,0effb85de2381042e39ae1e2a64752d265b79b77835a4a81da925bbde894d4f2,0.0810559331154,0.25
126_2,126,126.jpg,2,craze,craze,0,train,336,339,572,681,237,343,1024,1024,196,252,711,767,515,1.5,64,False,False,False,224,224,images/126_2.png,07999ec21dd74b4e703e6ac1ced0e3bd5a2c4afdfbe6fea94795338d11fb3c8c,b1ba98e9c61a373a8f19766af68ff2db9af5d1f849ca35e649d6257cb76d8fa1,0.306498256198,0.434951456311
126_3,126,126.jpg,3,surface_injure,surface_injure,2,train,694,3,1000,156,307,154,1024,1024,563,0,1024,461,461,1.5,64,False,True,False,224,224,images/126_3.png,07999ec21dd74b4e703e6ac1ced0e3bd5a2c4afdfbe6fea94795338d11fb3c8c,bef0699e3d0f02b86e76730ab57a9fa562e6bd923ff56fb73df7a5370e88430e,0.222462721331,0.48590021692
127_0,127,127.jpg,0,surface_injure,surface_injure,2,train,1,2,117,980,117,979,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/127_0.png,e68ce1a84ce72e989b39a91d6a9849af1dc74ac5b49b6afcf0b8d4b6088e08f1,1041d7cc4a25fd82fc48421d2a41d81a868f45d55063fc5807ebc246c323ea6e,0.109236717224,0.21875
127_1,127,127.jpg,1,surface_injure,surface_injure,2,train,125,1,812,391,688,391,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/127_1.png,e68ce1a84ce72e989b39a91d6a9849af1dc74ac5b49b6afcf0b8d4b6088e08f1,1041d7cc4a25fd82fc48421d2a41d81a868f45d55063fc5807ebc246c323ea6e,0.256546020508,0.21875
128_0,128,128.jpg,0,surface_injure,surface_injure,2,validation,427,780,534,836,108,57,1024,1024,399,726,561,888,162,1.5,64,False,False,False,224,224,images/128_0.png,dd1585d99365a70ac588f1427a24d1d73d509cc8df0c99b9e817ceaa2c1a7736,0a1f3954ab8bc9e54486ab1074d3a0f412339a92d805c5aa22850a2582910d97,0.234567901235,1.38271604938
129_0,129,129.jpg,0,hide_craze,hide_craze,5,train,422,1,562,964,141,964,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/129_0.png,90fa13b881c4e4aced3e239db24fdec31b7f616a1d61900900a7c3fbe4efbbc2,45c73b286e021f3031f3f41fdc93bc194320b63c172e076cc02853c75403cd0a,0.129627227783,0.21875
130_0,130,130.jpg,0,crack,crack,4,train,100,233,170,583,71,351,1024,1024,0,144,527,671,527,1.5,64,False,True,False,224,224,images/130_0.png,b638a40db9eb3630b36aa49d9a4e29b1c5926591870e28a8f1eab18de76cd910,422f89620163e7170a0e57c24e61e595bbd73ac6e7401b2a6d3426efd926bfa9,0.0897313568263,0.42504743833
130_1,130,130.jpg,1,crack,crack,4,train,420,8,697,469,278,462,1024,1024,211,0,904,693,693,1.5,64,False,True,False,224,224,images/130_1.png,b638a40db9eb3630b36aa49d9a4e29b1c5926591870e28a8f1eab18de76cd910,039993c7a0e98f4f982817dd99c4c18e8ce5be5c19d03c8044d0f660b51d96bb,0.267436267436,0.323232323232
131_0,131,131.jpg,0,surface_injure,surface_injure,2,validation,391,650,520,830,130,181,1024,1024,319,603,591,875,272,1.5,64,False,False,False,224,224,images/131_0.png,c42157ddfef6bf7fb1c49639f735cc337e75bcc82b718072f5383b22be6ba11f,bec24df16212bd7de0afc572b0cb44294350b3331d504173fdf124a5e17e4123,0.318041738754,0.823529411765
132_0,132,132.jpg,0,corrosion,corrosion,1,train,550,585,956,674,407,90,1024,1024,413,323,1024,934,611,1.5,64,False,True,False,224,224,images/132_0.png,37591000040d0933110a60ac8415fdc6a96eeafd255b71c0ae2ed08a54d23415,ddc3f6047a4117d18e5d8222c3d5ad1fc6abc4b976ead9c2d402018b481c40d5,0.0981193128702,0.366612111293
132_1,132,132.jpg,1,corrosion,corrosion,1,train,267,513,530,592,264,80,1024,1024,200,354,596,750,396,1.5,64,False,False,False,224,224,images/132_1.png,37591000040d0933110a60ac8415fdc6a96eeafd255b71c0ae2ed08a54d23415,098f5954f1cf50ff9ce81ee840feb830009976d72e6e3c8c46d72edaa7453b80,0.13468013468,0.565656565657
133_0,133,133.jpg,0,crack,crack,4,train,420,50,555,630,136,581,1024,1024,51,0,923,872,872,1.5,64,False,True,False,224,224,images/133_0.png,2e3d2a62d6f69d24656edbeb6c930a1f7540b749f23c946caad4e40f2dd97ca9,13a36d6a22096ac059d8608048f701093583b1c1023b9fe71cc923ddd2f0d3bd,0.103915916169,0.256880733945
134_0,134,134.jpg,0,crack,crack,4,train,472,252,633,420,162,169,1024,1024,425,208,679,462,254,1.5,64,False,False,False,224,224,images/134_0.png,3e1c664008fcdcfceb7f9f483855e192c7fa5296e11b42e78936e9aaf9247ee3,8aa0af6c2b100a10732da29018ac6d5830c1f141f8258b2db078c378dc70f520,0.42435984872,0.88188976378
136_0,136,136.jpg,0,crack,crack,4,train,689,569,997,906,309,338,1024,1024,517,483,1024,990,507,1.5,64,False,True,False,224,224,images/136_0.png,21f18a1a901731c7ba0f3b7b2c5c7e59df8b2859f210be10397b06827e7db129,4e3336ef79af6f11edcc71d5867181584a19521bb20c502777689b26200967c9,0.406311637081,0.441814595661
138_0,138,138.jpg,0,hide_craze,hide_craze,5,train,2,77,969,272,968,196,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/138_0.png,6b3377dbe8f542477992dff3e446e7129e98a7ffc7169577f2ae24b2af2e7c51,2dc462667bccb0afab5472785d401dfc0b5cc687fcd8904a487df413c6b19578,0.180938720703,0.21875
140_0,140,140.jpg,0,hide_craze,hide_craze,5,train,311,13,661,520,351,508,1024,1024,104,0,866,762,762,1.5,64,False,True,False,224,224,images/140_0.png,569b7b6448c6656b610e9c49d03f1371606b4be4cc99707c501f0a57ab7d58c5,6b5a7579d674757f7de4cc6a65ebe06f4bed0ba00468e07d6e30bbd0cacc5089,0.307086614173,0.293963254593
140_1,140,140.jpg,1,hide_craze,hide_craze,5,train,681,527,1014,930,334,404,1024,1024,418,418,1024,1024,606,1.5,64,False,True,False,224,224,images/140_1.png,569b7b6448c6656b610e9c49d03f1371606b4be4cc99707c501f0a57ab7d58c5,2d4aa52563dd875de9372407ea0eeac52ddae270d6dd54446e49115b42b7222b,0.367436743674,0.369636963696
142_0,142,142.jpg,0,surface_injure,surface_injure,2,test,53,488,947,586,895,99,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/142_0.png,082ccd44015dee68883dddb8c5e6853155b443cb5ddbf5cbcd9a22242c40b9d1,8fd028eaaa5f05d1ff238150e20d413aa645960a53aa19f726f85cfc2bc82eb1,0.0845003128052,0.21875
143_0,143,143.jpg,0,crack,crack,4,validation,370,185,556,819,187,635,1024,1024,0,25,953,978,953,1.5,64,False,True,False,224,224,images/143_0.png,24adf44c1878b21233f74d4f874aee62561cf0436c0418180653bfed09de29ab,81042e516e1d82a8cef33f342a252d635a635add6ce334446c47fa41d0758bc9,0.130746337022,0.235047219307
144_0,144,144.jpg,0,hide_craze,hide_craze,5,train,83,281,125,478,43,198,1024,1024,0,230,297,527,297,1.5,64,False,True,False,224,224,images/144_0.png,11b4df33ce9231c6c77cacd169ea1348cf212d647b1e0c1cd4cc2d57c4413d9f,647c11022d69ab703ed960d85f5ee24a03636acc8c9f34d75f9b72be954e2fe8,0.0965207631874,0.754208754209
144_1,144,144.jpg,1,hide_craze,hide_craze,5,train,8,411,917,524,910,114,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/144_1.png,11b4df33ce9231c6c77cacd169ea1348cf212d647b1e0c1cd4cc2d57c4413d9f,dffb5c963acaf6735cb579d6e1bc6ef1944e7c37f7778ebb8c0bbee3e3717fde,0.098934173584,0.21875
144_2,144,144.jpg,2,hide_craze,hide_craze,5,train,198,472,230,764,33,293,1024,1024,0,397,440,837,440,1.5,64,False,True,False,224,224,images/144_2.png,11b4df33ce9231c6c77cacd169ea1348cf212d647b1e0c1cd4cc2d57c4413d9f,7dbdb0646c9a40d44ebb4145ab96596b93b7e3aae399b265628721ef3297e775,0.0499431818182,0.509090909091
144_3,144,144.jpg,3,hide_craze,hide_craze,5,train,808,252,853,413,46,162,1024,1024,708,210,951,453,243,1.5,64,False,False,False,224,224,images/144_3.png,11b4df33ce9231c6c77cacd169ea1348cf212d647b1e0c1cd4cc2d57c4413d9f,900e68e9bd37683e6058293ce116f83e1910d16ecc1569ba4eea4a52e9b6c803,0.126200274348,0.921810699588
145_0,145,145.jpg,0,surface_injure,surface_injure,2,train,748,475,958,803,211,329,1024,1024,530,391,1024,885,494,1.5,64,False,True,False,224,224,images/145_0.png,021d5cffdd15d27fbc31fdcc7901f63f496d91f8e209e6a032101532968494c9,e512173024fefbd7692a06f5f82dc422c4657896ec94fd02dc3fd0c519b6ce97,0.284462128538,0.453441295547
146_0,146,146.jpg,0,hide_craze,hide_craze,5,test,312,266,512,725,201,460,1024,1024,66,150,756,840,690,1.5,64,False,False,False,224,224,images/146_0.png,f1940ba411199b864416e5a6561c94dce1b5e738d2238f1ac73beb82295a7dce,818d92603f14e0a37b7bfead3993a104ba7ac9d389c9605a40fa0061b046d7d8,0.194202898551,0.324637681159
147_0,147,147.jpg,0,hide_craze,hide_craze,5,train,339,505,402,847,64,343,1024,1024,112,418,627,933,515,1.5,64,False,False,False,224,224,images/147_0.png,2f9d4e149c9bb14c295b2441e148d1bfcd871808bc543c6fdb568ae3463afe1a,39e7ab47bf6e216cb3f0ebc383204ea37ebe49fc11f5bc5deb00e0a73257d700,0.0827674615892,0.434951456311
148_0,148,148.jpg,0,hide_craze,hide_craze,5,train,516,869,602,999,87,131,1024,1024,460,827,657,1024,197,1.5,64,False,True,False,224,224,images/148_0.png,138497904d2ba295f066c200af2a6330d5551db2a553111c9b6d8769cc73a811,6a4569e4c499984c589fda74c8f02521b20b570e46bf73f1100c0da3d919cabd,0.293668994305,1.13705583756
148_1,148,148.jpg,1,hide_craze,hide_craze,5,train,531,381,647,516,117,136,1024,1024,486,346,690,550,204,1.5,64,False,False,False,224,224,images/148_1.png,138497904d2ba295f066c200af2a6330d5551db2a553111c9b6d8769cc73a811,56eb4864507ea25bf17f0dbd55ad326ce18ed38b6f45c8dc649311e6b1c14159,0.382352941176,1.09803921569
149_0,149,149.jpg,0,surface_injure,surface_injure,2,train,95,700,381,758,287,59,1024,1024,22,513,453,944,431,1.5,64,False,False,False,224,224,images/149_0.png,c246a3aaacfde1562e5b32c88fd77f73a8737bc9e158cc80d7efe1c508704a37,ea9e1dceb3c81d0bfb834e9955d65acd9e3bf939f48a0c9daf88198b017a85a5,0.0911547633788,0.519721577726
151_0,151,151.jpg,0,hide_craze,hide_craze,5,train,614,406,661,885,48,480,1024,1024,277,285,997,1005,720,1.5,64,False,False,False,224,224,images/151_0.png,2c5424381346d24799f1de7842b1a1b0626aa1aa936a1b9243a40d431d430171,e73e318c06e9323c7565a7fe516e931d34e8cc5f4036f9638ffe166b70d4982c,0.0444444444444,0.311111111111
152_0,152,152.jpg,0,crack,crack,4,train,706,381,752,597,47,217,1024,1024,565,325,891,651,326,1.5,64,False,False,False,224,224,images/152_0.png,1f89ade802cf2d647481e146136981d19f0f6668a9a4f43b1da956720445f015,a80be83fa1def952dfe147c0b72ad734a3b92a6ade1567312b66d298ef6a54b4,0.0959671045203,0.687116564417
152_1,152,152.jpg,1,crack,crack,4,train,477,261,605,519,129,259,1024,1024,346,195,735,584,389,1.5,64,False,False,False,224,224,images/152_1.png,1f89ade802cf2d647481e146136981d19f0f6668a9a4f43b1da956720445f015,8b6977b242d780ab537c93e80b230f622c14f7f65f8291e3e74d8fbbd4251250,0.220795527389,0.575835475578
153_0,153,153.jpg,0,craze,craze,0,train,427,354,1024,1019,598,666,1024,1024,25,25,1024,1024,999,1.5,64,False,True,False,224,224,images/153_0.png,d75ae5258cf6eb97a3b1184a7bba75917ba5ffb708b9fd44b7b46f0b893e1eab,738df40ea5628f0bbcd365aff6414c5fa5d98409af4067607b9cf1424433216f,0.399065732399,0.224224224224
154_0,154,154.jpg,0,corrosion,corrosion,1,train,352,1,625,567,274,567,1024,1024,62,0,913,851,851,1.5,64,False,True,False,224,224,images/154_0.png,d0804461562feedefbdd2995d35ac301d846b034421e4f1ad454dde611e5a964,b68101ad2634e36836e4fda66c9740f86cf4a72a97d60d297d9259420231c453,0.214523316041,0.263219741481
154_1,154,154.jpg,1,corrosion,corrosion,1,train,561,586,745,1014,185,429,1024,1024,330,380,974,1024,644,1.5,64,False,True,False,224,224,images/154_1.png,d0804461562feedefbdd2995d35ac301d846b034421e4f1ad454dde611e5a964,62b7a1f499b2b003d4e9e8452f51aa5f838a58ba731a0d7f6888e5152c9ed64e,0.191362698198,0.347826086957
155_0,155,155.jpg,0,thunderstrike,thunderstrike,3,train,323,339,728,661,406,323,1024,1024,220,195,829,804,609,1.5,64,False,False,False,224,224,images/155_0.png,0895c2d2474458a6e002bd7dcb3d4202e5c821d65ed4d8d370fc6d7a06689500,c329bdb3a008347245bc997e169a446de7a374d1c76d0dafe78a7d80240f50e1,0.353585112206,0.367816091954
155_1,155,155.jpg,1,surface_injure,surface_injure,2,train,778,194,947,735,170,542,1024,1024,211,57,1024,870,813,1.5,64,False,True,False,224,224,images/155_1.png,0895c2d2474458a6e002bd7dcb3d4202e5c821d65ed4d8d370fc6d7a06689500,7adfad17f9080b35f54bc2831d00248a8efc5deab4c79dcd9074461f90fa77d3,0.139401394014,0.275522755228
155_2,155,155.jpg,2,surface_injure,surface_injure,2,train,227,278,311,613,85,336,1024,1024,16,193,520,697,504,1.5,64,False,False,False,224,224,images/155_2.png,0895c2d2474458a6e002bd7dcb3d4202e5c821d65ed4d8d370fc6d7a06689500,fa35aaec190c10708ef63cc7966aea9f01d98f42cc8294fa6cd787980c7b9a42,0.112433862434,0.444444444444
155_3,155,155.jpg,3,surface_injure,surface_injure,2,train,334,205,761,303,428,99,1024,1024,226,0,868,642,642,1.5,64,False,True,False,224,224,images/155_3.png,0895c2d2474458a6e002bd7dcb3d4202e5c821d65ed4d8d370fc6d7a06689500,960f71d0311addb8c62e746526cfa86a78f940d7e69f9967eb57f21ddd3147c1,0.102803738318,0.348909657321
155_4,155,155.jpg,4,surface_injure,surface_injure,2,train,334,672,761,736,428,65,1024,1024,226,382,868,1024,642,1.5,64,False,False,False,224,224,images/155_4.png,0895c2d2474458a6e002bd7dcb3d4202e5c821d65ed4d8d370fc6d7a06689500,c5b856d6ba0f24440affa93333523ece2c1d850ce34abc3207322cd18b54f387,0.067497403946,0.348909657321
156_0,156,156.jpg,0,craze,craze,0,test,577,500,825,774,249,275,1024,1024,494,430,907,843,413,1.5,64,False,False,False,224,224,images/156_0.png,e7562d89735f991810654f47a43eec8a05e1c4c9e4e3708e882963bc7fb2b29a,1cff7526554fb37785a7e61e5e63d1129f212f91830df29ca33767dbbe9709ff,0.401450439412,0.542372881356
157_0,157,157.jpg,0,crack,crack,4,train,436,278,505,749,70,472,1024,1024,116,159,824,867,708,1.5,64,False,False,False,224,224,images/157_0.png,e75d2ce53db72043de719239dccbe5d7c88d2d7f1d810c2af7f0bb1aec2164e0,c04d2457e58944b9927f218c971db0e48345d86a48f6d8787fa989f34306a801,0.0659133709981,0.316384180791
158_0,158,158.jpg,0,thunderstrike,thunderstrike,3,train,870,339,1000,447,131,109,1024,1024,827,294,1024,491,197,1.5,64,False,True,False,224,224,images/158_0.png,4069d10ab2a992922156152ea209a11ff9bd95ddf5b108df492123aafedef52a,acad4ea49d781b357045fba6fc107b08eb6f0f5d14767fb77f119edff59d8070,0.367930119302,1.13705583756
158_1,158,158.jpg,1,corrosion,corrosion,1,train,259,327,356,449,98,123,1024,1024,214,295,399,480,185,1.5,64,False,False,False,224,224,images/158_1.png,4069d10ab2a992922156152ea209a11ff9bd95ddf5b108df492123aafedef52a,85746dbb7b5195dd0687ba302c2dfdb2a73f5b875420d3b553c9d777e632069d,0.352198685172,1.21081081081
159_0,159,159.jpg,0,crack,crack,4,train,528,149,603,435,76,287,1024,1024,349,76,780,507,431,1.5,64,False,False,False,224,224,images/159_0.png,ffe6823c203249fe651476a2ec2666c9a263c368793a62b33ef757a1026898e4,8185edbe9c45974d363e86dd5924da988f8d046a8cca5de5603f01f55eb5cdae,0.1174196952,0.519721577726
160_0,160,160.jpg,0,corrosion,corrosion,1,train,450,10,656,1005,207,996,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/160_0.png,d9c79d5eeb0a3cdb932e7d00aae077f1a9aaf3aa70fac3af7081a5fee3d3d9a1,23633c9856bf6b933fb55902ab8e939c1d1596ab5ab6cc5b39c49df543499511,0.196620941162,0.21875
161_0,161,161.jpg,0,corrosion,corrosion,1,test,450,8,878,1020,429,1013,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/161_0.png,b214a5bc1c974f921478386ec25ca1ac7176743427ab1bb8bbaebf110406eb67,5f68aab92aebb25a7dc55623483113aeec0d2837c2fd74d760a2ca9f7a012c43,0.414444923401,0.21875
162_0,162,162.jpg,0,corrosion,corrosion,1,train,348,16,441,428,94,413,1024,1024,84,0,704,620,620,1.5,64,False,True,False,224,224,images/162_0.png,a24a2a4b29087528f422262f6da3b27fad72fbf20d012568f85828e7923274b3,0b9fff975915a5971fd3633be092cf1a5d3835d9065bd0df7ddf75c77fe62882,0.100993756504,0.361290322581
162_1,162,162.jpg,1,corrosion,corrosion,1,train,392,444,491,1013,100,570,1024,1024,13,169,868,1024,855,1.5,64,False,True,False,224,224,images/162_1.png,a24a2a4b29087528f422262f6da3b27fad72fbf20d012568f85828e7923274b3,626a41aed8b5607b81cc4e933d4d691e8e27aa4837355685305baf9063835463,0.0779727095517,0.261988304094
163_0,163,163.jpg,0,hide_craze,hide_craze,5,test,517,263,577,400,61,138,1024,1024,443,227,650,434,207,1.5,64,False,False,False,224,224,images/163_0.png,7f63414ac85ff9a12b6f411236e2b500e1bea8422b8d8a6008e8f2dc7992a3cf,d36bbd6dfe3957657e02dab113bb749ca2c36f5a0344b8c90e24831e14eb62ae,0.196457326892,1.08212560386
164_0,164,164.jpg,0,crack,crack,4,train,386,413,689,691,304,279,1024,1024,309,323,765,779,456,1.5,64,False,False,False,224,224,images/164_0.png,1dd6e9e97944e7d6d644285f3690163621bd9c4bc8f286d7c908ea167fa0fab5,c46492ae4b79197bce1c1acfa1091825eb24eb495aafbed7fffa73a99cad0597,0.407894736842,0.491228070175
165_0,165,165.jpg,0,corrosion,corrosion,1,validation,256,502,750,1019,495,518,1024,1024,114,247,891,1024,777,1.5,64,False,True,False,224,224,images/165_0.png,f223e48f0afeb23258cd6f12df6b14f20476a3b43dd3489bec368cc7b50052f4,71ed941640b1dcdeffe78908d7873b91ab96c738f0d57d0c067406061959d10a,0.42471042471,0.288288288288
165_1,165,165.jpg,1,corrosion,corrosion,1,validation,208,31,481,486,274,456,1024,1024,2,0,686,684,684,1.5,64,False,True,False,224,224,images/165_1.png,f223e48f0afeb23258cd6f12df6b14f20476a3b43dd3489bec368cc7b50052f4,a8382c1cd2cba8518e9774cc28b8b5450c03092a08275911b44e475007729d0a,0.267056530214,0.327485380117
166_0,166,166.jpg,0,craze,craze,0,test,295,305,584,406,290,102,1024,1024,221,137,656,572,435,1.5,64,False,False,False,224,224,images/166_0.png,1141e1cefdae6d26d265fb927ceb6de6b359b75b4b3d38252a780452ebee9c12,a46f5e41b94052c3883fcd44fce8ace3ab3ca2bc9636a29546e59e3065540e1b,0.15632183908,0.514942528736
167_0,167,167.jpg,0,craze,craze,0,test,422,14,898,800,477,787,1024,1024,0,0,1024,1024,1024,1.5,64,False,True,True,224,224,images/167_0.png,e12fbe908638a0fffae0e640170900d8e6fa757a5258f25cffe610117521cc10,6c9bfe91d6568bbae8dd1cfe9664bb12f42969f0d1d9e9e985da9c0a390ac430,0.358008384705,0.21875
167_1,167,167.jpg,1,craze,craze,0,test,181,8,341,300,161,293,1024,1024,40,0,480,440,440,1.5,64,False,True,False,224,224,images/167_1.png,e12fbe908638a0fffae0e640170900d8e6fa757a5258f25cffe610117521cc10,fdfc8a7aee2209263e2b12443b1f93bcfc81132bf34d9f7f343174a1487e3472,0.243662190083,0.509090909091
