unit,pass_name,response_field,response_value,group_dimension,group_value,count,denominator,percentage
review_case,pass_a,dataset_label_visually_plausible,uncertain,severity,severe,6,43,13.953488
review_case,pass_a,dataset_label_visually_plausible,yes,condition_group,clean,10,10,100.000000
review_case,pass_a,dataset_label_visually_plausible,no,condition_group,clean,0,10,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,condition_group,clean,0,10,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,condition_group,degraded,41,50,82.000000
review_case,pass_a,dataset_label_visually_plausible,no,condition_group,degraded,1,50,2.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,condition_group,degraded,8,50,16.000000
review_case,pass_a,dataset_label_visually_plausible,yes,selection_event,beneficial_flip,6,6,100.000000
review_case,pass_a,dataset_label_visually_plausible,no,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,selection_event,clean_consensus_error,10,10,100.000000
review_case,pass_a,dataset_label_visually_plausible,no,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,selection_event,seed_disagreement,6,8,75.000000
review_case,pass_a,dataset_label_visually_plausible,no,selection_event,seed_disagreement,0,8,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selection_event,seed_disagreement,2,8,25.000000
review_case,pass_a,dataset_label_visually_plausible,yes,selection_event,severe_harmful_flip,16,20,80.000000
review_case,pass_a,dataset_label_visually_plausible,no,selection_event,severe_harmful_flip,1,20,5.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selection_event,severe_harmful_flip,3,20,15.000000
review_case,pass_a,dataset_label_visually_plausible,yes,selection_event,severe_stable_correct,7,8,87.500000
review_case,pass_a,dataset_label_visually_plausible,no,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selection_event,severe_stable_correct,1,8,12.500000
review_case,pass_a,dataset_label_visually_plausible,yes,selection_event,severe_stable_wrong,6,8,75.000000
review_case,pass_a,dataset_label_visually_plausible,no,selection_event,severe_stable_wrong,0,8,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selection_event,severe_stable_wrong,2,8,25.000000
review_case,pass_a,dataset_label_visually_plausible,yes,analysis_group,beneficial_flip,6,6,100.000000
review_case,pass_a,dataset_label_visually_plausible,no,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,analysis_group,clean_consensus_error,10,10,100.000000
review_case,pass_a,dataset_label_visually_plausible,no,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,analysis_group,harmful_flip,16,20,80.000000
review_case,pass_a,dataset_label_visually_plausible,no,analysis_group,harmful_flip,1,20,5.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,analysis_group,harmful_flip,3,20,15.000000
review_case,pass_a,dataset_label_visually_plausible,yes,analysis_group,seed_disagreement,6,8,75.000000
review_case,pass_a,dataset_label_visually_plausible,no,analysis_group,seed_disagreement,0,8,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,analysis_group,seed_disagreement,2,8,25.000000
review_case,pass_a,dataset_label_visually_plausible,yes,analysis_group,stable_correct,7,8,87.500000
review_case,pass_a,dataset_label_visually_plausible,no,analysis_group,stable_correct,0,8,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,analysis_group,stable_correct,1,8,12.500000
review_case,pass_a,dataset_label_visually_plausible,yes,analysis_group,stable_wrong,6,8,75.000000
review_case,pass_a,dataset_label_visually_plausible,no,analysis_group,stable_wrong,0,8,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,analysis_group,stable_wrong,2,8,25.000000
review_case,pass_a,dataset_label_visually_plausible,yes,eligibility_rule,consensus,43,49,87.755102
review_case,pass_a,dataset_label_visually_plausible,no,eligibility_rule,consensus,1,49,2.040816
review_case,pass_a,dataset_label_visually_plausible,uncertain,eligibility_rule,consensus,5,49,10.204082
review_case,pass_a,dataset_label_visually_plausible,yes,eligibility_rule,majority,2,3,66.666667
review_case,pass_a,dataset_label_visually_plausible,no,eligibility_rule,majority,0,3,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,eligibility_rule,majority,1,3,33.333333
review_case,pass_a,dataset_label_visually_plausible,yes,eligibility_rule,seed_disagreement,6,8,75.000000
review_case,pass_a,dataset_label_visually_plausible,no,eligibility_rule,seed_disagreement,0,8,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,eligibility_rule,seed_disagreement,2,8,25.000000
review_case,pass_a,dataset_label_visually_plausible,yes,true_label,corrosion,15,15,100.000000
review_case,pass_a,dataset_label_visually_plausible,no,true_label,corrosion,0,15,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,true_label,corrosion,0,15,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,true_label,crack,6,7,85.714286
review_case,pass_a,dataset_label_visually_plausible,no,true_label,crack,0,7,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,true_label,crack,1,7,14.285714
review_case,pass_a,dataset_label_visually_plausible,yes,true_label,craze,8,12,66.666667
review_case,pass_a,dataset_label_visually_plausible,no,true_label,craze,0,12,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,true_label,craze,4,12,33.333333
review_case,pass_a,dataset_label_visually_plausible,yes,true_label,hide_craze,8,9,88.888889
review_case,pass_a,dataset_label_visually_plausible,no,true_label,hide_craze,1,9,11.111111
review_case,pass_a,dataset_label_visually_plausible,uncertain,true_label,hide_craze,0,9,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,true_label,surface_injure,9,12,75.000000
review_case,pass_a,dataset_label_visually_plausible,no,true_label,surface_injure,0,12,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,true_label,surface_injure,3,12,25.000000
review_case,pass_a,dataset_label_visually_plausible,yes,true_label,thunderstrike,5,5,100.000000
review_case,pass_a,dataset_label_visually_plausible,no,true_label,thunderstrike,0,5,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,true_label,thunderstrike,0,5,0.000000
review_case,pass_a,dataset_label_visually_plausible,yes,selected_correctness,all_correct,13,14,92.857143
review_case,pass_a,dataset_label_visually_plausible,no,selected_correctness,all_correct,0,14,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selected_correctness,all_correct,1,14,7.142857
review_case,pass_a,dataset_label_visually_plausible,yes,selected_correctness,all_incorrect,33,39,84.615385
review_case,pass_a,dataset_label_visually_plausible,no,selected_correctness,all_incorrect,1,39,2.564103
review_case,pass_a,dataset_label_visually_plausible,uncertain,selected_correctness,all_incorrect,5,39,12.820513
review_case,pass_a,dataset_label_visually_plausible,yes,selected_correctness,mixed,5,7,71.428571
review_case,pass_a,dataset_label_visually_plausible,no,selected_correctness,mixed,0,7,0.000000
review_case,pass_a,dataset_label_visually_plausible,uncertain,selected_correctness,mixed,2,7,28.571429
review_case,pass_a,visually_ambiguous_between_categories,yes,method,mobilenet_v3_small,2,9,22.222222
review_case,pass_a,visually_ambiguous_between_categories,no,method,mobilenet_v3_small,6,9,66.666667
review_case,pass_a,visually_ambiguous_between_categories,uncertain,method,mobilenet_v3_small,1,9,11.111111
review_case,pass_a,visually_ambiguous_between_categories,yes,method,resnet18,10,51,19.607843
review_case,pass_a,visually_ambiguous_between_categories,no,method,resnet18,38,51,74.509804
review_case,pass_a,visually_ambiguous_between_categories,uncertain,method,resnet18,3,51,5.882353
review_case,pass_a,visually_ambiguous_between_categories,yes,corruption_family,brightness,7,34,20.588235
review_case,pass_a,visually_ambiguous_between_categories,no,corruption_family,brightness,26,34,76.470588
review_case,pass_a,visually_ambiguous_between_categories,uncertain,corruption_family,brightness,1,34,2.941176
review_case,pass_a,visually_ambiguous_between_categories,yes,corruption_family,clean,0,10,0.000000
review_case,pass_a,visually_ambiguous_between_categories,no,corruption_family,clean,7,10,70.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,corruption_family,clean,3,10,30.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,corruption_family,gaussian_blur,3,13,23.076923
review_case,pass_a,visually_ambiguous_between_categories,no,corruption_family,gaussian_blur,10,13,76.923077
review_case,pass_a,visually_ambiguous_between_categories,uncertain,corruption_family,gaussian_blur,0,13,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,corruption_family,jpeg,2,3,66.666667
review_case,pass_a,visually_ambiguous_between_categories,no,corruption_family,jpeg,1,3,33.333333
review_case,pass_a,visually_ambiguous_between_categories,uncertain,corruption_family,jpeg,0,3,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,severity,clean,0,10,0.000000
review_case,pass_a,visually_ambiguous_between_categories,no,severity,clean,7,10,70.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,severity,clean,3,10,30.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,severity,mild,1,4,25.000000
review_case,pass_a,visually_ambiguous_between_categories,no,severity,mild,3,4,75.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,severity,mild,0,4,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,severity,moderate,2,3,66.666667
review_case,pass_a,visually_ambiguous_between_categories,no,severity,moderate,1,3,33.333333
review_case,pass_a,visually_ambiguous_between_categories,uncertain,severity,moderate,0,3,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,severity,severe,9,43,20.930233
review_case,pass_a,visually_ambiguous_between_categories,no,severity,severe,33,43,76.744186
review_case,pass_a,visually_ambiguous_between_categories,uncertain,severity,severe,1,43,2.325581
review_case,pass_a,visually_ambiguous_between_categories,yes,condition_group,clean,0,10,0.000000
review_case,pass_a,visually_ambiguous_between_categories,no,condition_group,clean,7,10,70.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,condition_group,clean,3,10,30.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,condition_group,degraded,12,50,24.000000
review_case,pass_a,visually_ambiguous_between_categories,no,condition_group,degraded,37,50,74.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,condition_group,degraded,1,50,2.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selection_event,beneficial_flip,3,6,50.000000
review_case,pass_a,visually_ambiguous_between_categories,no,selection_event,beneficial_flip,3,6,50.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_a,visually_ambiguous_between_categories,no,selection_event,clean_consensus_error,7,10,70.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selection_event,clean_consensus_error,3,10,30.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selection_event,seed_disagreement,2,8,25.000000
review_case,pass_a,visually_ambiguous_between_categories,no,selection_event,seed_disagreement,6,8,75.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selection_event,seed_disagreement,0,8,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selection_event,severe_harmful_flip,2,20,10.000000
review_case,pass_a,visually_ambiguous_between_categories,no,selection_event,severe_harmful_flip,17,20,85.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selection_event,severe_harmful_flip,1,20,5.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selection_event,severe_stable_correct,1,8,12.500000
review_case,pass_a,visually_ambiguous_between_categories,no,selection_event,severe_stable_correct,7,8,87.500000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selection_event,severe_stable_wrong,4,8,50.000000
review_case,pass_a,visually_ambiguous_between_categories,no,selection_event,severe_stable_wrong,4,8,50.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selection_event,severe_stable_wrong,0,8,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,analysis_group,beneficial_flip,3,6,50.000000
review_case,pass_a,visually_ambiguous_between_categories,no,analysis_group,beneficial_flip,3,6,50.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_a,visually_ambiguous_between_categories,no,analysis_group,clean_consensus_error,7,10,70.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,analysis_group,clean_consensus_error,3,10,30.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,analysis_group,harmful_flip,2,20,10.000000
review_case,pass_a,visually_ambiguous_between_categories,no,analysis_group,harmful_flip,17,20,85.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,analysis_group,harmful_flip,1,20,5.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,analysis_group,seed_disagreement,2,8,25.000000
review_case,pass_a,visually_ambiguous_between_categories,no,analysis_group,seed_disagreement,6,8,75.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,analysis_group,seed_disagreement,0,8,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,analysis_group,stable_correct,1,8,12.500000
review_case,pass_a,visually_ambiguous_between_categories,no,analysis_group,stable_correct,7,8,87.500000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,analysis_group,stable_correct,0,8,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,analysis_group,stable_wrong,4,8,50.000000
review_case,pass_a,visually_ambiguous_between_categories,no,analysis_group,stable_wrong,4,8,50.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,analysis_group,stable_wrong,0,8,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,eligibility_rule,consensus,9,49,18.367347
review_case,pass_a,visually_ambiguous_between_categories,no,eligibility_rule,consensus,36,49,73.469388
review_case,pass_a,visually_ambiguous_between_categories,uncertain,eligibility_rule,consensus,4,49,8.163265
review_case,pass_a,visually_ambiguous_between_categories,yes,eligibility_rule,majority,1,3,33.333333
review_case,pass_a,visually_ambiguous_between_categories,no,eligibility_rule,majority,2,3,66.666667
review_case,pass_a,visually_ambiguous_between_categories,uncertain,eligibility_rule,majority,0,3,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,eligibility_rule,seed_disagreement,2,8,25.000000
review_case,pass_a,visually_ambiguous_between_categories,no,eligibility_rule,seed_disagreement,6,8,75.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,eligibility_rule,seed_disagreement,0,8,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,true_label,corrosion,2,15,13.333333
review_case,pass_a,visually_ambiguous_between_categories,no,true_label,corrosion,12,15,80.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,true_label,corrosion,1,15,6.666667
review_case,pass_a,visually_ambiguous_between_categories,yes,true_label,crack,1,7,14.285714
review_case,pass_a,visually_ambiguous_between_categories,no,true_label,crack,6,7,85.714286
review_case,pass_a,visually_ambiguous_between_categories,uncertain,true_label,crack,0,7,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,true_label,craze,4,12,33.333333
review_case,pass_a,visually_ambiguous_between_categories,no,true_label,craze,7,12,58.333333
review_case,pass_a,visually_ambiguous_between_categories,uncertain,true_label,craze,1,12,8.333333
review_case,pass_a,visually_ambiguous_between_categories,yes,true_label,hide_craze,0,9,0.000000
review_case,pass_a,visually_ambiguous_between_categories,no,true_label,hide_craze,9,9,100.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,true_label,hide_craze,0,9,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,true_label,surface_injure,5,12,41.666667
review_case,pass_a,visually_ambiguous_between_categories,no,true_label,surface_injure,5,12,41.666667
review_case,pass_a,visually_ambiguous_between_categories,uncertain,true_label,surface_injure,2,12,16.666667
review_case,pass_a,visually_ambiguous_between_categories,yes,true_label,thunderstrike,0,5,0.000000
review_case,pass_a,visually_ambiguous_between_categories,no,true_label,thunderstrike,5,5,100.000000
review_case,pass_a,visually_ambiguous_between_categories,uncertain,true_label,thunderstrike,0,5,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selected_correctness,all_correct,4,14,28.571429
review_case,pass_a,visually_ambiguous_between_categories,no,selected_correctness,all_correct,10,14,71.428571
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selected_correctness,all_correct,0,14,0.000000
review_case,pass_a,visually_ambiguous_between_categories,yes,selected_correctness,all_incorrect,6,39,15.384615
review_case,pass_a,visually_ambiguous_between_categories,no,selected_correctness,all_incorrect,29,39,74.358974
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selected_correctness,all_incorrect,4,39,10.256410
review_case,pass_a,visually_ambiguous_between_categories,yes,selected_correctness,mixed,2,7,28.571429
review_case,pass_a,visually_ambiguous_between_categories,no,selected_correctness,mixed,5,7,71.428571
review_case,pass_a,visually_ambiguous_between_categories,uncertain,selected_correctness,mixed,0,7,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,method,mobilenet_v3_small,3,9,33.333333
review_case,pass_a,possible_crop_or_background_problem,no,method,mobilenet_v3_small,6,9,66.666667
review_case,pass_a,possible_crop_or_background_problem,uncertain,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,method,resnet18,11,51,21.568627
review_case,pass_a,possible_crop_or_background_problem,no,method,resnet18,36,51,70.588235
review_case,pass_a,possible_crop_or_background_problem,uncertain,method,resnet18,4,51,7.843137
review_case,pass_a,possible_crop_or_background_problem,yes,corruption_family,brightness,9,34,26.470588
review_case,pass_a,possible_crop_or_background_problem,no,corruption_family,brightness,22,34,64.705882
review_case,pass_a,possible_crop_or_background_problem,uncertain,corruption_family,brightness,3,34,8.823529
review_case,pass_a,possible_crop_or_background_problem,yes,corruption_family,clean,1,10,10.000000
review_case,pass_a,possible_crop_or_background_problem,no,corruption_family,clean,9,10,90.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,corruption_family,clean,0,10,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,corruption_family,gaussian_blur,2,13,15.384615
review_case,pass_a,possible_crop_or_background_problem,no,corruption_family,gaussian_blur,10,13,76.923077
review_case,pass_a,possible_crop_or_background_problem,uncertain,corruption_family,gaussian_blur,1,13,7.692308
review_case,pass_a,possible_crop_or_background_problem,yes,corruption_family,jpeg,2,3,66.666667
review_case,pass_a,possible_crop_or_background_problem,no,corruption_family,jpeg,1,3,33.333333
review_case,pass_a,possible_crop_or_background_problem,uncertain,corruption_family,jpeg,0,3,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,severity,clean,1,10,10.000000
review_case,pass_a,possible_crop_or_background_problem,no,severity,clean,9,10,90.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,severity,clean,0,10,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,severity,mild,1,4,25.000000
review_case,pass_a,possible_crop_or_background_problem,no,severity,mild,3,4,75.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,severity,mild,0,4,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,severity,moderate,2,3,66.666667
review_case,pass_a,possible_crop_or_background_problem,no,severity,moderate,1,3,33.333333
review_case,pass_a,possible_crop_or_background_problem,uncertain,severity,moderate,0,3,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,severity,severe,10,43,23.255814
review_case,pass_a,possible_crop_or_background_problem,no,severity,severe,29,43,67.441860
review_case,pass_a,possible_crop_or_background_problem,uncertain,severity,severe,4,43,9.302326
review_case,pass_a,possible_crop_or_background_problem,yes,condition_group,clean,1,10,10.000000
review_case,pass_a,possible_crop_or_background_problem,no,condition_group,clean,9,10,90.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,condition_group,clean,0,10,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,condition_group,degraded,13,50,26.000000
review_case,pass_a,possible_crop_or_background_problem,no,condition_group,degraded,33,50,66.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,condition_group,degraded,4,50,8.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selection_event,beneficial_flip,3,6,50.000000
review_case,pass_a,possible_crop_or_background_problem,no,selection_event,beneficial_flip,3,6,50.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,selection_event,beneficial_flip,0,6,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selection_event,clean_consensus_error,1,10,10.000000
review_case,pass_a,possible_crop_or_background_problem,no,selection_event,clean_consensus_error,9,10,90.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,selection_event,clean_consensus_error,0,10,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selection_event,seed_disagreement,4,8,50.000000
review_case,pass_a,possible_crop_or_background_problem,no,selection_event,seed_disagreement,4,8,50.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,selection_event,seed_disagreement,0,8,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selection_event,severe_harmful_flip,0,20,0.000000
review_case,pass_a,possible_crop_or_background_problem,no,selection_event,severe_harmful_flip,16,20,80.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,selection_event,severe_harmful_flip,4,20,20.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selection_event,severe_stable_correct,3,8,37.500000
review_case,pass_a,possible_crop_or_background_problem,no,selection_event,severe_stable_correct,5,8,62.500000
review_case,pass_a,possible_crop_or_background_problem,uncertain,selection_event,severe_stable_correct,0,8,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selection_event,severe_stable_wrong,3,8,37.500000
review_case,pass_a,possible_crop_or_background_problem,no,selection_event,severe_stable_wrong,5,8,62.500000
review_case,pass_a,possible_crop_or_background_problem,uncertain,selection_event,severe_stable_wrong,0,8,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,analysis_group,beneficial_flip,3,6,50.000000
review_case,pass_a,possible_crop_or_background_problem,no,analysis_group,beneficial_flip,3,6,50.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,analysis_group,beneficial_flip,0,6,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,analysis_group,clean_consensus_error,1,10,10.000000
review_case,pass_a,possible_crop_or_background_problem,no,analysis_group,clean_consensus_error,9,10,90.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,analysis_group,clean_consensus_error,0,10,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,analysis_group,harmful_flip,0,20,0.000000
review_case,pass_a,possible_crop_or_background_problem,no,analysis_group,harmful_flip,16,20,80.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,analysis_group,harmful_flip,4,20,20.000000
review_case,pass_a,possible_crop_or_background_problem,yes,analysis_group,seed_disagreement,4,8,50.000000
review_case,pass_a,possible_crop_or_background_problem,no,analysis_group,seed_disagreement,4,8,50.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,analysis_group,seed_disagreement,0,8,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,analysis_group,stable_correct,3,8,37.500000
review_case,pass_a,possible_crop_or_background_problem,no,analysis_group,stable_correct,5,8,62.500000
review_case,pass_a,possible_crop_or_background_problem,uncertain,analysis_group,stable_correct,0,8,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,analysis_group,stable_wrong,3,8,37.500000
review_case,pass_a,possible_crop_or_background_problem,no,analysis_group,stable_wrong,5,8,62.500000
review_case,pass_a,possible_crop_or_background_problem,uncertain,analysis_group,stable_wrong,0,8,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,eligibility_rule,consensus,9,49,18.367347
review_case,pass_a,possible_crop_or_background_problem,no,eligibility_rule,consensus,36,49,73.469388
review_case,pass_a,possible_crop_or_background_problem,uncertain,eligibility_rule,consensus,4,49,8.163265
review_case,pass_a,possible_crop_or_background_problem,yes,eligibility_rule,majority,1,3,33.333333
review_case,pass_a,possible_crop_or_background_problem,no,eligibility_rule,majority,2,3,66.666667
review_case,pass_a,possible_crop_or_background_problem,uncertain,eligibility_rule,majority,0,3,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,eligibility_rule,seed_disagreement,4,8,50.000000
review_case,pass_a,possible_crop_or_background_problem,no,eligibility_rule,seed_disagreement,4,8,50.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,eligibility_rule,seed_disagreement,0,8,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,true_label,corrosion,3,15,20.000000
review_case,pass_a,possible_crop_or_background_problem,no,true_label,corrosion,11,15,73.333333
review_case,pass_a,possible_crop_or_background_problem,uncertain,true_label,corrosion,1,15,6.666667
review_case,pass_a,possible_crop_or_background_problem,yes,true_label,crack,0,7,0.000000
review_case,pass_a,possible_crop_or_background_problem,no,true_label,crack,5,7,71.428571
review_case,pass_a,possible_crop_or_background_problem,uncertain,true_label,crack,2,7,28.571429
review_case,pass_a,possible_crop_or_background_problem,yes,true_label,craze,7,12,58.333333
review_case,pass_a,possible_crop_or_background_problem,no,true_label,craze,5,12,41.666667
review_case,pass_a,possible_crop_or_background_problem,uncertain,true_label,craze,0,12,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,true_label,hide_craze,0,9,0.000000
review_case,pass_a,possible_crop_or_background_problem,no,true_label,hide_craze,9,9,100.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,true_label,hide_craze,0,9,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,true_label,surface_injure,4,12,33.333333
review_case,pass_a,possible_crop_or_background_problem,no,true_label,surface_injure,7,12,58.333333
review_case,pass_a,possible_crop_or_background_problem,uncertain,true_label,surface_injure,1,12,8.333333
review_case,pass_a,possible_crop_or_background_problem,yes,true_label,thunderstrike,0,5,0.000000
review_case,pass_a,possible_crop_or_background_problem,no,true_label,thunderstrike,5,5,100.000000
review_case,pass_a,possible_crop_or_background_problem,uncertain,true_label,thunderstrike,0,5,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selected_correctness,all_correct,6,14,42.857143
review_case,pass_a,possible_crop_or_background_problem,no,selected_correctness,all_correct,8,14,57.142857
review_case,pass_a,possible_crop_or_background_problem,uncertain,selected_correctness,all_correct,0,14,0.000000
review_case,pass_a,possible_crop_or_background_problem,yes,selected_correctness,all_incorrect,4,39,10.256410
review_case,pass_a,possible_crop_or_background_problem,no,selected_correctness,all_incorrect,31,39,79.487179
review_case,pass_a,possible_crop_or_background_problem,uncertain,selected_correctness,all_incorrect,4,39,10.256410
review_case,pass_a,possible_crop_or_background_problem,yes,selected_correctness,mixed,4,7,57.142857
review_case,pass_a,possible_crop_or_background_problem,no,selected_correctness,mixed,3,7,42.857143
review_case,pass_a,possible_crop_or_background_problem,uncertain,selected_correctness,mixed,0,7,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_b,activation_primarily_inside_annotation,partial,method,mobilenet_v3_small,9,9,100.000000
review_case,pass_b,activation_primarily_inside_annotation,outside,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_b,activation_primarily_inside_annotation,diffuse,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_b,activation_primarily_inside_annotation,uncertain,method,mobilenet_v3_small,0,9,0.000000
review_case,pass_b,activation_primarily_inside_annotation,inside,method,resnet18,27,51,52.941176
review_case,pass_b,activation_primarily_inside_annotation,partial,method,resnet18,15,51,29.411765
review_case,pass_b,activation_primarily_inside_annotation,outside,method,resnet18,9,51,17.647059
