pair_id,image_a,image_b,decision,canonical_sample_id,notes,reviewer
pair-0049,160.jpg,298.jpg,same_scene,160,"Human-reviewed same source scene (scene-022). dHash=0, corr=0.9399, class_jaccard=1.00, bbox_mean_iou=NA. Use canonical sample 160; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0047,144.jpg,766.jpg,pending_review,,,
pair-0070,617.jpg,984.jpg,pending_review,,,
pair-0048,149.jpg,770.jpg,pending_review,,,
pair-0071,631.jpg,766.jpg,pending_review,,,
pair-0046,144.jpg,631.jpg,pending_review,,,
pair-0126,482.jpg,928.jpg,pending_review,,,
pair-0120,237.jpg,820.jpg,pending_review,,,
pair-0118,218.jpg,399.jpg,same_scene,218,"Human-reviewed same source scene (scene-028). dHash=1, corr=0.9997, class_jaccard=1.00, bbox_mean_iou=0.9143. Use canonical sample 218; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0137,680.jpg,1016.jpg,pending_review,,,
pair-0116,191.jpg,794.jpg,pending_review,,,
pair-0107,126.jpg,759.jpg,pending_review,,,
pair-0105,85.jpg,1057.jpg,pending_review,,,
pair-0117,208.jpg,353.jpg,same_scene,208,"Human-reviewed same source scene (scene-026). dHash=1, corr=0.9991, class_jaccard=1.00, bbox_mean_iou=0.9463. Use canonical sample 208; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0106,104.jpg,586.jpg,same_scene,104,"Human-reviewed same source scene (scene-017). dHash=1, corr=0.9990, class_jaccard=1.00, bbox_mean_iou=0.6021. Use canonical sample 104; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0113,174.jpg,366.jpg,same_scene,143,"Human-reviewed same source scene (scene-021). dHash=1, corr=0.9982, class_jaccard=1.00, bbox_mean_iou=0.7393. Use canonical sample 143; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0138,704.jpg,1031.jpg,pending_review,,,
pair-0125,466.jpg,924.jpg,pending_review,,,
pair-0128,531.jpg,948.jpg,pending_review,,,
pair-0141,802.jpg,873.jpg,pending_review,,,
pair-0115,179.jpg,506.jpg,same_scene,53,"Human-reviewed same source scene (scene-007). dHash=1, corr=0.9963, class_jaccard=1.00, bbox_mean_iou=0.6549. Use canonical sample 53; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0130,557.jpg,958.jpg,pending_review,,,
pair-0121,243.jpg,253.jpg,same_scene,243,"Human-reviewed same source scene (scene-032). dHash=1, corr=0.9898, class_jaccard=1.00, bbox_mean_iou=0.7319. Use canonical sample 243; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0114,174.jpg,872.jpg,pending_review,,,
pair-0102,53.jpg,506.jpg,same_scene,53,"Human-reviewed same source scene (scene-007). dHash=1, corr=0.9846, class_jaccard=1.00, bbox_mean_iou=0.7376. Use canonical sample 53; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0127,516.jpg,942.jpg,pending_review,,,
pair-0122,264.jpg,335.jpg,same_scene,88,"Human-reviewed same source scene (scene-011). dHash=1, corr=0.9766, class_jaccard=1.00, bbox_mean_iou=0.7365. Use canonical sample 88; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0119,236.jpg,396.jpg,same_scene,236,"Human-reviewed same source scene (scene-030). dHash=1, corr=0.9763, class_jaccard=1.00, bbox_mean_iou=0.7843. Use canonical sample 236; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0103,81.jpg,175.jpg,same_scene,81,"Human-reviewed same source scene (scene-010). dHash=1, corr=0.9723, class_jaccard=1.00, bbox_mean_iou=0.8379. Use canonical sample 81; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0104,85.jpg,381.jpg,pending_review,,,
pair-0132,589.jpg,973.jpg,pending_review,,,
pair-0129,543.jpg,956.jpg,same_scene,400,"Human-reviewed same source scene (scene-042). dHash=1, corr=0.9166, class_jaccard=1.00, bbox_mean_iou=NA. Use canonical sample 400; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0108,143.jpg,567.jpg,same_scene,143,"Human-reviewed same source scene (scene-021). dHash=1, corr=0.8806, class_jaccard=1.00, bbox_mean_iou=0.8906. Use canonical sample 143; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0131,579.jpg,968.jpg,same_scene,579,"Human-reviewed same source scene (scene-047). dHash=1, corr=0.8226, class_jaccard=1.00, bbox_mean_iou=0.8560. Use canonical sample 579; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0133,617.jpg,631.jpg,pending_review,,,
pair-0123,301.jpg,631.jpg,pending_review,,,
pair-0135,631.jpg,833.jpg,pending_review,,,
pair-0124,301.jpg,766.jpg,pending_review,,,
pair-0109,144.jpg,301.jpg,pending_review,,,
pair-0134,617.jpg,766.jpg,pending_review,,,
pair-0110,144.jpg,617.jpg,pending_review,,,
pair-0140,766.jpg,984.jpg,pending_review,,,
pair-0111,144.jpg,833.jpg,pending_review,,,
pair-0112,144.jpg,984.jpg,pending_review,,,
pair-0136,631.jpg,984.jpg,pending_review,,,
pair-0139,766.jpg,833.jpg,pending_review,,,
pair-0210,391.jpg,892.jpg,pending_review,,,
pair-0211,406.jpg,900.jpg,pending_review,,,
pair-0221,690.jpg,1023.jpg,pending_review,,,
pair-0178,35.jpg,870.jpg,pending_review,,,
pair-0222,713.jpg,1038.jpg,pending_review,,,
pair-0212,426.jpg,904.jpg,pending_review,,,
pair-0220,688.jpg,1021.jpg,pending_review,,,
pair-0194,187.jpg,831.jpg,pending_review,,,
pair-0197,227.jpg,814.jpg,pending_review,,,
pair-0181,104.jpg,594.jpg,same_scene,104,"Human-reviewed same source scene (scene-017). dHash=2, corr=0.9990, class_jaccard=1.00, bbox_mean_iou=0.7058. Use canonical sample 104; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0183,137.jpg,763.jpg,pending_review,,,
pair-0208,383.jpg,886.jpg,same_scene,383,"Human-reviewed same source scene (scene-041). dHash=2, corr=0.9987, class_jaccard=1.00, bbox_mean_iou=0.9514. Use canonical sample 383; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0182,137.jpg,264.jpg,same_scene,88,"Human-reviewed same source scene (scene-011). dHash=2, corr=0.9986, class_jaccard=1.00, bbox_mean_iou=0.7220. Use canonical sample 88; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0200,298.jpg,845.jpg,pending_review,,,
pair-0213,477.jpg,926.jpg,pending_review,,,
pair-0198,244.jpg,825.jpg,pending_review,,,
pair-0199,264.jpg,763.jpg,pending_review,,,
pair-0177,2.jpg,799.jpg,pending_review,,,
pair-0196,218.jpg,808.jpg,pending_review,,,
pair-0179,47.jpg,139.jpg,same_scene,47,"Human-reviewed same source scene (scene-005). dHash=2, corr=0.9955, class_jaccard=1.00, bbox_mean_iou=0.6736. Use canonical sample 47; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0205,352.jpg,366.jpg,same_scene,143,"Human-reviewed same source scene (scene-021). dHash=2, corr=0.9954, class_jaccard=1.00, bbox_mean_iou=0.7051. Use canonical sample 143; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0209,387.jpg,888.jpg,pending_review,,,
pair-0180,53.jpg,179.jpg,same_scene,53,"Human-reviewed same source scene (scene-007). dHash=2, corr=0.9909, class_jaccard=1.00, bbox_mean_iou=0.8166. Use canonical sample 53; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0214,522.jpg,944.jpg,pending_review,,,
pair-0223,722.jpg,1043.jpg,pending_review,,,
pair-0206,366.jpg,872.jpg,pending_review,,,
pair-0215,612.jpg,982.jpg,pending_review,,,
pair-0188,145.jpg,767.jpg,pending_review,,,
pair-0227,777.jpg,845.jpg,pending_review,,,
pair-0195,199.jpg,798.jpg,pending_review,,,
pair-0204,307.jpg,845.jpg,pending_review,,,
pair-0207,381.jpg,1057.jpg,pending_review,,,
pair-0193,160.jpg,845.jpg,pending_review,,,
pair-0201,301.jpg,617.jpg,pending_review,,,
pair-0190,151.jpg,766.jpg,pending_review,,,
pair-0229,1007.jpg,1008.jpg,pending_review,,,
pair-0216,617.jpg,833.jpg,pending_review,,,
pair-0184,144.jpg,151.jpg,pending_review,,,
pair-0189,151.jpg,631.jpg,pending_review,,,
pair-0202,301.jpg,833.jpg,pending_review,,,
pair-0217,631.jpg,937.jpg,pending_review,,,
pair-0192,151.jpg,937.jpg,pending_review,,,
pair-0228,833.jpg,984.jpg,pending_review,,,
pair-0185,144.jpg,937.jpg,pending_review,,,
pair-0191,151.jpg,837.jpg,pending_review,,,
pair-0203,301.jpg,984.jpg,pending_review,,,
pair-0218,631.jpg,963.jpg,pending_review,,,
pair-0225,766.jpg,963.jpg,pending_review,,,
pair-0187,144.jpg,1008.jpg,pending_review,,,
pair-0226,766.jpg,1008.jpg,pending_review,,,
pair-0219,631.jpg,1008.jpg,pending_review,,,
pair-0186,144.jpg,963.jpg,pending_review,,,
pair-0224,766.jpg,937.jpg,pending_review,,,
pair-0327,435.jpg,908.jpg,pending_review,,,
pair-0309,264.jpg,832.jpg,pending_review,,,
pair-0329,554.jpg,957.jpg,pending_review,,,
pair-0332,586.jpg,594.jpg,same_scene,104,"Human-reviewed same source scene (scene-017). dHash=3, corr=0.9996, class_jaccard=1.00, bbox_mean_iou=0.7631. Use canonical sample 104; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0321,355.jpg,855.jpg,pending_review,,,
pair-0300,164.jpg,275.jpg,same_scene,164,"Human-reviewed same source scene (scene-023). dHash=3, corr=0.9970, class_jaccard=1.00, bbox_mean_iou=0.8898. Use canonical sample 164; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0325,399.jpg,808.jpg,pending_review,,,
pair-0322,359.jpg,378.jpg,same_scene,269,"Human-reviewed same source scene (scene-035). dHash=3, corr=0.9941, class_jaccard=1.00, bbox_mean_iou=0.7101. Use canonical sample 269; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0304,174.jpg,352.jpg,same_scene,143,"Human-reviewed same source scene (scene-021). dHash=3, corr=0.9929, class_jaccard=1.00, bbox_mean_iou=0.6943. Use canonical sample 143; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0306,216.jpg,271.jpg,same_scene,216,"Human-reviewed same source scene (scene-027). dHash=3, corr=0.9846, class_jaccard=1.00, bbox_mean_iou=0.8533. Use canonical sample 216; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0308,253.jpg,803.jpg,pending_review,,,
pair-0310,265.jpg,605.jpg,same_scene,265,"Human-reviewed same source scene (scene-034). dHash=3, corr=0.9766, class_jaccard=1.00, bbox_mean_iou=0.7924. Use canonical sample 265; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0307,220.jpg,810.jpg,pending_review,,,
pair-0294,150.jpg,202.jpg,same_scene,96,"Human-reviewed same source scene (scene-014). dHash=3, corr=0.9760, class_jaccard=1.00, bbox_mean_iou=0.9437. Use canonical sample 96; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0284,137.jpg,335.jpg,same_scene,88,"Human-reviewed same source scene (scene-011). dHash=3, corr=0.9739, class_jaccard=1.00, bbox_mean_iou=0.9670. Use canonical sample 88; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0320,335.jpg,763.jpg,pending_review,,,
pair-0333,593.jpg,921.jpg,pending_review,,,
pair-0326,402.jpg,593.jpg,same_scene,92,"Human-reviewed same source scene (scene-012). dHash=3, corr=0.9579, class_jaccard=1.00, bbox_mean_iou=0.6593. Use canonical sample 92; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0330,568.jpg,593.jpg,same_scene,92,"Human-reviewed same source scene (scene-012). dHash=3, corr=0.9576, class_jaccard=1.00, bbox_mean_iou=0.7946. Use canonical sample 92; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0277,92.jpg,593.jpg,same_scene,92,"Human-reviewed same source scene (scene-012). dHash=3, corr=0.9564, class_jaccard=1.00, bbox_mean_iou=0.6914. Use canonical sample 92; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0328,460.jpg,593.jpg,same_scene,92,"Human-reviewed same source scene (scene-012). dHash=3, corr=0.9562, class_jaccard=1.00, bbox_mean_iou=0.8018. Use canonical sample 92; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0278,109.jpg,343.jpg,same_scene,109,"Human-reviewed same source scene (scene-018). dHash=3, corr=0.9532, class_jaccard=1.00, bbox_mean_iou=0.9038. Use canonical sample 109; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0279,109.jpg,466.jpg,same_scene,109,"Human-reviewed same source scene (scene-018). dHash=3, corr=0.9439, class_jaccard=1.00, bbox_mean_iou=0.7692. Use canonical sample 109; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0323,368.jpg,878.jpg,same_scene,368,"Human-reviewed same source scene (scene-040). dHash=3, corr=0.9400, class_jaccard=1.00, bbox_mean_iou=0.8309. Use canonical sample 368; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0295,150.jpg,804.jpg,pending_review,,,
pair-0305,210.jpg,804.jpg,pending_review,,,
pair-0301,170.jpg,782.jpg,pending_review,,,
pair-0272,78.jpg,1054.jpg,pending_review,,,
pair-0324,392.jpg,893.jpg,pending_review,,,
pair-0275,83.jpg,711.jpg,pending_review,,,
pair-0318,313.jpg,852.jpg,pending_review,,,
pair-0276,83.jpg,1003.jpg,pending_review,,,
pair-0274,83.jpg,651.jpg,pending_review,,,
pair-0338,624.jpg,990.jpg,pending_review,,,
pair-0282,127.jpg,766.jpg,pending_review,,,
pair-0291,149.jpg,631.jpg,pending_review,,,
pair-0344,760.jpg,766.jpg,pending_review,,,
pair-0273,83.jpg,110.jpg,pending_review,,,
pair-0297,151.jpg,617.jpg,pending_review,,,
pair-0341,631.jpg,770.jpg,pending_review,,,
pair-0303,171.jpg,766.jpg,pending_review,,,
pair-0296,151.jpg,301.jpg,pending_review,,,
pair-0302,171.jpg,631.jpg,pending_review,,,
pair-0348,833.jpg,937.jpg,pending_review,,,
pair-0334,617.jpg,937.jpg,pending_review,,,
pair-0280,127.jpg,144.jpg,pending_review,,,
pair-0289,144.jpg,760.jpg,pending_review,,,
pair-0340,631.jpg,760.jpg,pending_review,,,
pair-0281,127.jpg,631.jpg,pending_review,,,
pair-0346,766.jpg,770.jpg,pending_review,,,
pair-0347,770.jpg,1028.jpg,pending_review,,,
pair-0292,149.jpg,766.jpg,pending_review,,,
pair-0286,144.jpg,171.jpg,pending_review,,,
pair-0319,321.jpg,1047.jpg,pending_review,,,
pair-0287,144.jpg,272.jpg,pending_review,,,
pair-0298,151.jpg,833.jpg,pending_review,,,
pair-0312,272.jpg,766.jpg,pending_review,,,
pair-0290,144.jpg,770.jpg,pending_review,,,
pair-0315,301.jpg,937.jpg,pending_review,,,
pair-0285,144.jpg,149.jpg,pending_review,,,
pair-0356,973.jpg,1012.jpg,pending_review,,,
pair-0352,937.jpg,984.jpg,pending_review,,,
pair-0349,833.jpg,963.jpg,pending_review,,,
pair-0342,750.jpg,766.jpg,pending_review,,,
pair-0311,272.jpg,631.jpg,pending_review,,,
pair-0313,272.jpg,963.jpg,pending_review,,,
pair-0314,272.jpg,1008.jpg,pending_review,,,
pair-0299,151.jpg,984.jpg,pending_review,,,
pair-0353,963.jpg,984.jpg,pending_review,,,
pair-0293,149.jpg,1028.jpg,pending_review,,,
pair-0337,617.jpg,1028.jpg,pending_review,,,
pair-0335,617.jpg,963.jpg,pending_review,,,
pair-0288,144.jpg,750.jpg,pending_review,,,
pair-0316,301.jpg,963.jpg,pending_review,,,
pair-0345,760.jpg,963.jpg,pending_review,,,
pair-0283,127.jpg,963.jpg,pending_review,,,
pair-0331,578.jpg,727.jpg,pending_review,,,
pair-0271,14.jpg,750.jpg,pending_review,,,
pair-0357,984.jpg,1008.jpg,pending_review,,,
pair-0336,617.jpg,1008.jpg,pending_review,,,
pair-0343,750.jpg,963.jpg,pending_review,,,
pair-0358,984.jpg,1028.jpg,pending_review,,,
pair-0355,965.jpg,1008.jpg,pending_review,,,
pair-0317,301.jpg,1008.jpg,pending_review,,,
pair-0339,631.jpg,750.jpg,pending_review,,,
pair-0354,965.jpg,1007.jpg,pending_review,,,
pair-0350,833.jpg,1008.jpg,pending_review,,,
pair-0351,833.jpg,1056.jpg,pending_review,,,
pair-0421,157.jpg,774.jpg,pending_review,,,
pair-0452,492.jpg,933.jpg,pending_review,,,
pair-0396,98.jpg,979.jpg,pending_review,,,
pair-0390,6.jpg,979.jpg,pending_review,,,
pair-0418,150.jpg,210.jpg,same_scene,96,"Human-reviewed same source scene (scene-014). dHash=4, corr=0.9975, class_jaccard=1.00, bbox_mean_iou=0.8986. Use canonical sample 96; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0450,465.jpg,923.jpg,same_scene,465,"Human-reviewed same source scene (scene-045). dHash=4, corr=0.9962, class_jaccard=1.00, bbox_mean_iou=0.8525. Use canonical sample 465; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0442,352.jpg,872.jpg,pending_review,,,
pair-0441,343.jpg,466.jpg,same_scene,109,"Human-reviewed same source scene (scene-018). dHash=4, corr=0.9893, class_jaccard=1.00, bbox_mean_iou=0.8488. Use canonical sample 109; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0430,243.jpg,803.jpg,pending_review,,,
pair-0429,215.jpg,807.jpg,pending_review,,,
pair-0394,31.jpg,796.jpg,pending_review,,,
pair-0479,765.jpg,797.jpg,same_scene,765,"Human-reviewed same source scene (scene-050). dHash=4, corr=0.9849, class_jaccard=1.00, bbox_mean_iou=0.9093. Use canonical sample 765; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0440,335.jpg,832.jpg,pending_review,,,
pair-0431,249.jpg,796.jpg,pending_review,,,
pair-0427,202.jpg,804.jpg,pending_review,,,
pair-0397,109.jpg,924.jpg,pending_review,,,
pair-0426,180.jpg,788.jpg,pending_review,,,
pair-0443,403.jpg,898.jpg,same_scene,403,"Human-reviewed same source scene (scene-043). dHash=4, corr=0.9296, class_jaccard=1.00, bbox_mean_iou=0.8730. Use canonical sample 403; redundant scene variants should be excluded.",OpenAI-human-review-2026-08-28
pair-0436,290.jpg,843.jpg,pending_review,,,
pair-0449,452.jpg,916.jpg,pending_review,,,
pair-0473,717.jpg,1041.jpg,pending_review,,,
pair-0471,683.jpg,1018.jpg,pending_review,,,
pair-0439,301.jpg,770.jpg,pending_review,,,
pair-0447,436.jpg,766.jpg,pending_review,,,
pair-0415,149.jpg,617.jpg,pending_review,,,
pair-0422,171.jpg,301.jpg,pending_review,,,
pair-0457,617.jpg,770.jpg,pending_review,,,
pair-0480,766.jpg,837.jpg,pending_review,,,
pair-0392,14.jpg,631.jpg,pending_review,,,
pair-0458,622.jpg,631.jpg,pending_review,,,
pair-0423,171.jpg,617.jpg,pending_review,,,
pair-0414,149.jpg,301.jpg,pending_review,,,
pair-0438,301.jpg,760.jpg,pending_review,,,
pair-0463,631.jpg,684.jpg,pending_review,,,
pair-0446,436.jpg,684.jpg,pending_review,,,
pair-0451,466.jpg,548.jpg,pending_review,,,
pair-0466,631.jpg,915.jpg,pending_review,,,
pair-0399,127.jpg,301.jpg,pending_review,,,
pair-0456,617.jpg,760.jpg,pending_review,,,
pair-0398,113.jpg,495.jpg,pending_review,,,
pair-0400,127.jpg,617.jpg,pending_review,,,
pair-0459,622.jpg,766.jpg,pending_review,,,
pair-0404,144.jpg,436.jpg,pending_review,,,
pair-0472,684.jpg,766.jpg,pending_review,,,
pair-0487,770.jpg,833.jpg,pending_review,,,
pair-0407,144.jpg,837.jpg,pending_review,,,
pair-0460,622.jpg,915.jpg,pending_review,,,
pair-0416,149.jpg,833.jpg,pending_review,,,
pair-0405,144.jpg,622.jpg,pending_review,,,
pair-0453,558.jpg,1047.jpg,pending_review,,,
pair-0434,272.jpg,833.jpg,pending_review,,,
pair-0445,436.jpg,631.jpg,pending_review,,,
pair-0428,211.jpg,822.jpg,pending_review,,,
pair-0393,14.jpg,766.jpg,pending_review,,,
pair-0433,272.jpg,617.jpg,pending_review,,,
pair-0424,171.jpg,833.jpg,pending_review,,,
pair-0406,144.jpg,684.jpg,pending_review,,,
pair-0435,272.jpg,984.jpg,pending_review,,,
pair-0391,14.jpg,144.jpg,pending_review,,,
pair-0474,750.jpg,760.jpg,pending_review,,,
pair-0454,589.jpg,1012.jpg,pending_review,,,
pair-0401,127.jpg,750.jpg,pending_review,,,
pair-0425,171.jpg,984.jpg,pending_review,,,
pair-0488,770.jpg,984.jpg,pending_review,,,
pair-0477,760.jpg,833.jpg,pending_review,,,
pair-0395,78.jpg,837.jpg,pending_review,,,
pair-0432,272.jpg,301.jpg,pending_review,,,
pair-0448,436.jpg,915.jpg,pending_review,,,
pair-0417,149.jpg,984.jpg,pending_review,,,
pair-0402,127.jpg,833.jpg,pending_review,,,
pair-0491,937.jpg,963.jpg,pending_review,,,
pair-0490,874.jpg,937.jpg,pending_review,,,
pair-0469,631.jpg,1028.jpg,pending_review,,,
pair-0478,760.jpg,984.jpg,pending_review,,,
pair-0403,127.jpg,984.jpg,pending_review,,,
pair-0420,151.jpg,1008.jpg,pending_review,,,
pair-0465,631.jpg,874.jpg,pending_review,,,
pair-0492,937.jpg,1008.jpg,pending_review,,,
pair-0485,766.jpg,1028.jpg,pending_review,,,
pair-0412,144.jpg,1028.jpg,pending_review,,,
pair-0437,301.jpg,750.jpg,pending_review,,,
pair-0411,144.jpg,1007.jpg,pending_review,,,
pair-0419,151.jpg,963.jpg,pending_review,,,
pair-0468,631.jpg,1007.jpg,pending_review,,,
pair-0409,144.jpg,915.jpg,pending_review,,,
pair-0484,766.jpg,1007.jpg,pending_review,,,
pair-0410,144.jpg,1001.jpg,pending_review,,,
pair-0470,631.jpg,1056.jpg,pending_review,,,
pair-0408,144.jpg,874.jpg,pending_review,,,
pair-0455,617.jpg,750.jpg,pending_review,,,
pair-0493,963.jpg,1008.jpg,pending_review,,,
pair-0413,144.jpg,1056.jpg,pending_review,,,
pair-0483,766.jpg,1001.jpg,pending_review,,,
pair-0476,750.jpg,984.jpg,pending_review,,,
pair-0462,622.jpg,1008.jpg,pending_review,,,
pair-0461,622.jpg,1007.jpg,pending_review,,,
pair-0482,766.jpg,915.jpg,pending_review,,,
pair-0481,766.jpg,874.jpg,pending_review,,,
pair-0467,631.jpg,1001.jpg,pending_review,,,
pair-0475,750.jpg,833.jpg,pending_review,,,
pair-0486,766.jpg,1056.jpg,pending_review,,,
pair-0444,420.jpg,453.jpg,pending_review,,,
pair-0464,631.jpg,837.jpg,pending_review,,,
pair-0489,837.jpg,937.jpg,pending_review,,,
