sample_id,decision,resolved_image_filename,annotation_source,include,notes,reviewer
852,mark_annotation_reused,852.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 313.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7700. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
853,mark_annotation_reused,853.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 314.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8919. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
854,mark_annotation_reused,854.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 316.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9983. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
855,mark_annotation_reused,855.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 318.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9993. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
856,mark_annotation_reused,856.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 319.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9805. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
857,mark_annotation_reused,857.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 32.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9407. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
858,mark_annotation_reused,858.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 322.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9973. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
859,mark_annotation_reused,859.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 325.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8334. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
861,mark_annotation_reused,861.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 330.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9980. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
862,mark_annotation_reused,862.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 332.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9696. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
865,mark_annotation_reused,865.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 339.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8050. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
866,mark_annotation_reused,866.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 340.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9828. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
867,mark_annotation_reused,867.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 342.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9273. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
868,mark_annotation_reused,868.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 343.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9868. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
869,mark_annotation_reused,869.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 348.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7523. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
870,mark_annotation_reused,870.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 35.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
872,mark_annotation_reused,872.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 352.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9933. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
873,mark_annotation_reused,873.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 353.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9879. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
876,mark_annotation_reused,876.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 360.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9084. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
877,mark_annotation_reused,877.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 363.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
879,mark_annotation_reused,879.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 369.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8781. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
881,mark_annotation_reused,881.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 370.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9997. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
882,mark_annotation_reused,882.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 373.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9893. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
884,mark_annotation_reused,884.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 379.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
887,mark_annotation_reused,887.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 384.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9237. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
888,mark_annotation_reused,888.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 387.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9948. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
889,mark_annotation_reused,889.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 388.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
890,mark_annotation_reused,890.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 389.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9997. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
891,mark_annotation_reused,891.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 39.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8448. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
892,mark_annotation_reused,892.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 391.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=1.0000. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
896,mark_annotation_reused,896.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 40.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7421. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
897,mark_annotation_reused,897.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 400.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=False; thumbnail_corr=0.7194. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
899,mark_annotation_reused,899.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 405.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8590. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
900,mark_annotation_reused,900.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 406.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
901,mark_annotation_reused,901.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 407.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9104. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
902,mark_annotation_reused,902.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 411.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9669. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
903,mark_annotation_reused,903.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 418.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9795. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
904,mark_annotation_reused,904.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 426.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9997. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
905,mark_annotation_reused,905.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 427.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9337. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
906,mark_annotation_reused,906.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 431.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9995. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
907,mark_annotation_reused,907.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 432.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9714. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
908,mark_annotation_reused,908.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 435.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
909,mark_annotation_reused,909.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 436.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
910,mark_annotation_reused,910.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 439.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9844. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
911,mark_annotation_reused,911.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 440.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9933. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
912,mark_annotation_reused,912.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 444.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9667. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
913,mark_annotation_reused,913.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 447.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8191. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
914,mark_annotation_reused,914.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 45.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9987. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
915,mark_annotation_reused,915.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 451.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9157. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
916,mark_annotation_reused,916.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 452.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8677. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
917,mark_annotation_reused,917.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 456.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
918,mark_annotation_reused,918.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 457.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
919,mark_annotation_reused,919.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 459.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9769. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
921,mark_annotation_reused,921.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 460.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9961. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
922,mark_annotation_reused,922.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 461.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
924,mark_annotation_reused,924.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 466.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9979. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
925,mark_annotation_reused,925.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 476.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9993. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
926,mark_annotation_reused,926.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 477.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9982. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
927,mark_annotation_reused,927.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 479.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9983. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
928,mark_annotation_reused,928.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 482.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=1.0000. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
929,mark_annotation_reused,929.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 485.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9194. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
930,mark_annotation_reused,930.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 49.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8778. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
931,mark_annotation_reused,931.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 490.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=1.0000. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
933,mark_annotation_reused,933.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 492.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9987. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
934,mark_annotation_reused,934.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 499.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9956. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
935,mark_annotation_reused,935.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 5.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9708. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
936,mark_annotation_reused,936.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 504.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9989. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
937,mark_annotation_reused,937.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 505.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9409. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
938,mark_annotation_reused,938.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 509.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9516. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
939,mark_annotation_reused,939.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 513.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8321. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
940,mark_annotation_reused,940.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 514.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9942. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
941,mark_annotation_reused,941.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 515.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9852. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
942,mark_annotation_reused,942.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 516.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9840. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
943,mark_annotation_reused,943.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 52.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9152. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
944,mark_annotation_reused,944.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 522.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9892. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
946,mark_annotation_reused,946.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 528.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9470. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
947,mark_annotation_reused,947.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 529.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
948,mark_annotation_reused,948.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 531.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9978. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
949,mark_annotation_reused,949.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 532.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9954. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
950,mark_annotation_reused,950.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 535.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
951,mark_annotation_reused,951.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 540.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=False; thumbnail_corr=0.8827. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
952,mark_annotation_reused,952.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 543.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=False; thumbnail_corr=0.8224. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
953,mark_annotation_reused,953.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 544.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9986. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
954,mark_annotation_reused,954.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 547.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9113. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
957,mark_annotation_reused,957.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 554.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9998. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
958,mark_annotation_reused,958.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 557.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9950. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
959,mark_annotation_reused,959.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 561.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.8249. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
960,mark_annotation_reused,960.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 562.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.7481. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
961,mark_annotation_reused,961.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 565.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9609. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
962,mark_annotation_reused,962.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 566.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9820. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
964,mark_annotation_reused,964.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 570.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9300. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
966,mark_annotation_reused,966.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 576.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.6120. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
967,mark_annotation_reused,967.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 577.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9811. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
970,mark_annotation_reused,970.jpg,primary,False,"Human review: XML-stem image is the same underlying source scene as declared 580.jpg, but appears as a photometric/processing variant. Primary/secondary annotations support the same scene. exact_reuse_signature=True; thumbnail_corr=0.9999. Exclude from the core dataset to preserve source-scene independence.",OpenAI-human-review-2026-08-28
